,question_triple_id,iteration,hypothesis,topic,reasoning_flaw,question_type,question_title,question_body,avg_forecast,individual_forecasts,consistency_score,generation_reasoning
58,iter2_h0_q1,2,The model underestimates the impact of government regulations on the adoption of electric vehicles in the automotive industry,Environmental Policy,,Q_given_P,"Given the increased renewable energy target, will the number of electric vehicle charging stations in the EU exceed 1 million by 2032?","This question resolves as YES if, given that the European Union increases its target for renewable energy production, the number of electric vehicle charging stations in the EU exceeds 1 million by December 31, 2032, as reported by the European Commission or the International Council on Clean Transportation.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
59,iter2_h0_q1,2,The model underestimates the impact of government regulations on the adoption of electric vehicles in the automotive industry,Environmental Policy,,P_and_Q,Will the European Union increase its target for renewable energy production to at least 40% of total energy production by 2030 and the number of electric vehicle charging stations in the EU exceed 1 million by 2032?,"This question resolves as YES if both conditions are met: the European Union increases its target for renewable energy production to at least 40% of total energy production by December 31, 2030, and the number of electric vehicle charging stations in the EU exceeds 1 million by December 31, 2032, as reported by the European Commission or the International Council on Clean Transportation.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
60,iter2_h1_q0,2,The model overestimates the impact of technological advancements on the adoption of renewable energy sources in the energy industry,Energy Industry,,P,Will the cost of solar energy decrease by more than 20% by 2028?,"This question resolves as YES if the cost of solar energy decreases by more than 20% by December 31, 2028, as reported by the National Renewable Energy Laboratory or the Solar Energy Industries Association.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
61,iter2_h1_q0,2,The model overestimates the impact of technological advancements on the adoption of renewable energy sources in the energy industry,Energy Industry,,Q_given_P,"Given the decrease in solar energy costs, will the global demand for coal decrease by more than 15% by 2031?","This question resolves as YES if, given that the cost of solar energy decreases, the global demand for coal decreases by more than 15% by December 31, 2031, as reported by the International Energy Agency (IEA) or the Energy Information Administration (EIA).",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
63,iter2_h1_q1,2,The model overestimates the impact of technological advancements on the adoption of renewable energy sources in the energy industry,Environmental Policy,,P,Will China increase its investment in renewable energy by more than 50% by 2029?,"This question resolves as YES if China increases its investment in renewable energy by more than 50% by December 31, 2029, as reported by China's National Energy Administration or the International Renewable Energy Agency.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
38,iter1_h4_q0,1,The model underestimates the impact of geopolitics on global energy markets,Global Energy Markets,Underestimation of geopolitics impact,P_and_Q,Will Saudi Arabia increase its investment in renewable energy by more than 50% in 2028 and the global demand for oil decrease by more than 12% by 2032?,"This question resolves as YES if both conditions are met: Saudi Arabia increases its investment in renewable energy by more than 50% in 2028, and the global demand for oil decreases by more than 12% by December 31, 2032, as reported by Saudi Arabia's official website, reputable sources like the Saudi Ministry of Energy or the IEA, and reputable sources like the IEA or the EIA.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
64,iter2_h1_q1,2,The model overestimates the impact of technological advancements on the adoption of renewable energy sources in the energy industry,Environmental Policy,,Q_given_P,"Given the increase in China's renewable energy investment, will the global carbon emissions decrease by more than 10% by 2033?","This question resolves as YES if, given that China increases its investment in renewable energy, the global carbon emissions decrease by more than 10% by December 31, 2033, as reported by the IEA or the United Nations Framework Convention on Climate Change.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
65,iter2_h1_q1,2,The model overestimates the impact of technological advancements on the adoption of renewable energy sources in the energy industry,Environmental Policy,,P_and_Q,Will China increase its investment in renewable energy by more than 50% by 2029 and the global carbon emissions decrease by more than 10% by 2033?,"This question resolves as YES if both conditions are met: China increases its investment in renewable energy by more than 50% by December 31, 2029, and the global carbon emissions decrease by more than 10% by December 31, 2033, as reported by the IEA or the United Nations Framework Convention on Climate Change.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
66,iter2_h2_q0,2,The model underestimates the impact of economic factors on the adoption of electric vehicles in the automotive industry,Automotive Industry,,P,Will the global economy experience a recession by 2028?,"This question resolves as YES if the global economy experiences a recession by December 31, 2028, as reported by the International Monetary Fund or the World Bank.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
67,iter2_h2_q0,2,The model underestimates the impact of economic factors on the adoption of electric vehicles in the automotive industry,Automotive Industry,,Q_given_P,"Given a global recession, will the sales of electric vehicles decrease by more than 10% by 2030?","This question resolves as YES if, given that the global economy experiences a recession, the sales of electric vehicles decrease by more than 10% by December 31, 2030, as reported by the International Energy Agency (IEA) or the Automotive News Data Center.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
68,iter2_h2_q0,2,The model underestimates the impact of economic factors on the adoption of electric vehicles in the automotive industry,Automotive Industry,,P_and_Q,Will the global economy experience a recession by 2028 and the sales of electric vehicles decrease by more than 10% by 2030?,"This question resolves as YES if both conditions are met: the global economy experiences a recession by December 31, 2028, and the sales of electric vehicles decrease by more than 10% by December 31, 2030, as reported by the IEA or the Automotive News Data Center.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
69,iter2_h2_q1,2,The model underestimates the impact of economic factors on the adoption of electric vehicles in the automotive industry,Economic Policy,,P,"Will the US government increase the federal tax credit for electric vehicle purchases to $10,000 by 2027?","This question resolves as YES if the US government increases the federal tax credit for electric vehicle purchases to $10,000 by December 31, 2027, as reported by the US Department of Energy or the Internal Revenue Service.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
70,iter2_h2_q1,2,The model underestimates the impact of economic factors on the adoption of electric vehicles in the automotive industry,Economic Policy,,Q_given_P,"Given the increased tax credit, will the market share of electric vehicles in the US exceed 20% by 2032?","This question resolves as YES if, given that the US government increases the federal tax credit for electric vehicle purchases, the market share of electric vehicles in the US exceeds 20% by December 31, 2032, as reported by the US Department of Energy or the IEA.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
54,iter2_h0_q0,2,The model underestimates the impact of government regulations on the adoption of electric vehicles in the automotive industry,Automotive Industry,,P,Will the US government implement a nationwide tax credit for electric vehicle purchases by 2027?,"This question resolves as YES if the US government implements a nationwide tax credit for electric vehicle purchases by December 31, 2027, as reported by the US Department of Energy or the Internal Revenue Service.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
53,iter1_h5_q2,1,The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion,Sustainable Fashion,Overestimation of social media impact,P_and_Q,Will Calvin Klein's sales of environmentally-friendly clothing increase by more than 25% in 2025 and the company reduce its carbon footprint by more than 15% by 2028?,"This question resolves as YES if both conditions are met: Calvin Klein's sales of environmentally-friendly clothing increase by more than 25% in 2025, and the company reduces its carbon footprint by more than 15% by December 31, 2028, as reported by Calvin Klein's official website, reputable fashion industry sources like Vogue Business, and reputable sustainability sources like the Carbon Disclosure Project.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
52,iter1_h5_q2,1,The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion,Sustainable Fashion,Overestimation of social media impact,Q_given_P,"Given an increase in Calvin Klein's sales of environmentally-friendly clothing, will the company reduce its carbon footprint by more than 15% by 2028?","This question resolves as YES if, given that Calvin Klein's sales of environmentally-friendly clothing increase, the company reduces its carbon footprint by more than 15% by December 31, 2028, as reported by Calvin Klein's official website or reputable sustainability sources like the Carbon Disclosure Project.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
51,iter1_h5_q2,1,The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion,Sustainable Fashion,Overestimation of social media impact,P,Will Calvin Klein's sales of environmentally-friendly clothing increase by more than 25% in 2025?,"This question resolves as YES if Calvin Klein's sales of environmentally-friendly clothing increase by more than 25% in 2025, as reported by Calvin Klein's official website or reputable fashion industry sources like Vogue Business.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
39,iter1_h4_q1,1,The model underestimates the impact of geopolitics on global energy markets,Global Energy Markets,Underestimation of geopolitics impact,P,Will Canada increase its investment in renewable energy by more than 60% in 2027?,"This question resolves as YES if Canada increases its investment in renewable energy by more than 60% in 2027, as reported by Canada's official website or reputable sources like the Canadian Ministry of Natural Resources or the IEA.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
40,iter1_h4_q1,1,The model underestimates the impact of geopolitics on global energy markets,Global Energy Markets,Underestimation of geopolitics impact,Q_given_P,"Given an increase in Canada's investment in renewable energy, will the global demand for natural gas decrease by more than 18% by 2030?","This question resolves as YES if, given that Canada increases its investment in renewable energy, the global demand for natural gas decreases by more than 18% by December 31, 2030, as reported by reputable sources like the IEA or the EIA.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
41,iter1_h4_q1,1,The model underestimates the impact of geopolitics on global energy markets,Global Energy Markets,Underestimation of geopolitics impact,P_and_Q,Will Canada increase its investment in renewable energy by more than 60% in 2027 and the global demand for natural gas decrease by more than 18% by 2030?,"This question resolves as YES if both conditions are met: Canada increases its investment in renewable energy by more than 60% in 2027, and the global demand for natural gas decreases by more than 18% by December 31, 2030, as reported by Canada's official website, reputable sources like the Canadian Ministry of Natural Resources or the IEA, and reputable sources like the IEA or the EIA.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
42,iter1_h4_q2,1,The model underestimates the impact of geopolitics on global energy markets,Global Energy Markets,Underestimation of geopolitics impact,P,Will Australia increase its investment in renewable energy by more than 70% in 2029?,"This question resolves as YES if Australia increases its investment in renewable energy by more than 70% in 2029, as reported by Australia's official website or reputable sources like the Australian Department of the Environment and Energy or the IEA.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
43,iter1_h4_q2,1,The model underestimates the impact of geopolitics on global energy markets,Global Energy Markets,Underestimation of geopolitics impact,Q_given_P,"Given an increase in Australia's investment in renewable energy, will the global demand for coal decrease by more than 22% by 2031?","This question resolves as YES if, given that Australia increases its investment in renewable energy, the global demand for coal decreases by more than 22% by December 31, 2031, as reported by reputable sources like the IEA or the EIA.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
44,iter1_h4_q2,1,The model underestimates the impact of geopolitics on global energy markets,Global Energy Markets,Underestimation of geopolitics impact,P_and_Q,Will Australia increase its investment in renewable energy by more than 70% in 2029 and the global demand for coal decrease by more than 22% by 2031?,"This question resolves as YES if both conditions are met: Australia increases its investment in renewable energy by more than 70% in 2029, and the global demand for coal decreases by more than 22% by December 31, 2031, as reported by Australia's official website, reputable sources like the Australian Department of the Environment and Energy or the IEA, and reputable sources like the IEA or the EIA.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
45,iter1_h5_q0,1,The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion,Sustainable Fashion,Overestimation of social media impact,P,Will Levi's sales of environmentally-friendly clothing increase by more than 28% in 2026?,"This question resolves as YES if Levi's sales of environmentally-friendly clothing increase by more than 28% in 2026, as reported by Levi's official website or reputable fashion industry sources like Fashionista.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
46,iter1_h5_q0,1,The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion,Sustainable Fashion,Overestimation of social media impact,Q_given_P,"Given an increase in Levi's sales of environmentally-friendly clothing, will the company's overall revenue exceed $6 billion by 2029?","This question resolves as YES if, given that Levi's sales of environmentally-friendly clothing increase, the company's overall revenue exceeds $6 billion by December 31, 2029, as reported by Levi's official website or reputable financial sources like Bloomberg.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
47,iter1_h5_q0,1,The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion,Sustainable Fashion,Overestimation of social media impact,P_and_Q,Will Levi's sales of environmentally-friendly clothing increase by more than 28% in 2026 and the company's overall revenue exceed $6 billion by 2029?,"This question resolves as YES if both conditions are met: Levi's sales of environmentally-friendly clothing increase by more than 28% in 2026, and the company's overall revenue exceeds $6 billion by December 31, 2029, as reported by Levi's official website, reputable fashion industry sources like Fashionista, and reputable financial sources like Bloomberg.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
48,iter1_h5_q1,1,The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion,Sustainable Fashion,Overestimation of social media impact,P,Will Ralph Lauren's sales of sustainable clothing increase by more than 32% in 2027?,"This question resolves as YES if Ralph Lauren's sales of sustainable clothing increase by more than 32% in 2027, as reported by Ralph Lauren's official website or reputable fashion industry sources like The Fashion Spot.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
49,iter1_h5_q1,1,The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion,Sustainable Fashion,Overestimation of social media impact,Q_given_P,"Given an increase in Ralph Lauren's sales of sustainable clothing, will the company expand its store count to more than 150 locations by 2030?","This question resolves as YES if, given that Ralph Lauren's sales of sustainable clothing increase, the company expands its store count to more than 150 locations by December 31, 2030, as reported by Ralph Lauren's official website or reputable retail industry sources like the National Retail Federation.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
50,iter1_h5_q1,1,The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion,Sustainable Fashion,Overestimation of social media impact,P_and_Q,Will Ralph Lauren's sales of sustainable clothing increase by more than 32% in 2027 and the company expand its store count to more than 150 locations by 2030?,"This question resolves as YES if both conditions are met: Ralph Lauren's sales of sustainable clothing increase by more than 32% in 2027, and the company expands its store count to more than 150 locations by December 31, 2030, as reported by Ralph Lauren's official website, reputable fashion industry sources like The Fashion Spot, and reputable retail industry sources like the National Retail Federation.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
24,iter1_h2_q2,1,The model underestimates the impact of geopolitics on global energy markets,Global Energy Markets,Underestimation of geopolitics impact,P,Will Brazil increase its investment in renewable energy by more than 80% in 2027?,"This question resolves as YES if Brazil increases its investment in renewable energy by more than 80% in 2027, as reported by Brazil's official website or reputable sources like the Brazilian Ministry of Mines and Energy or the IEA.",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.4077050456584014,
401,iter10_h2_q1,10,The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion,Social Media and Fashion,,P_and_Q,Will Patagonia's sales of environmentally-friendly clothing increase by more than 70% in 2030 and the company's overall revenue exceed $6 billion by 2034?,"This question resolves as YES if both conditions are met: Patagonia's sales of environmentally-friendly clothing increase by more than 70% in 2030, and the company's overall revenue exceeds $6 billion by December 31, 2034, as reported by Patagonia's official website, reputable outdoor industry sources like the Outdoor Industry Association, and reputable financial sources like Forbes.",0.45,"[0.35, 0.45, 0.45, 0.35, 0.65]",0.4073492870227543,
400,iter10_h2_q1,10,The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion,Social Media and Fashion,,Q_given_P,"Given an increase in Patagonia's sales of environmentally-friendly clothing, will the company's overall revenue exceed $6 billion by 2034?","This question resolves as YES if Patagonia's overall revenue exceeds $6 billion by December 31, 2034, as reported by Patagonia's official website or reputable financial sources like Forbes.",0.5900000000000001,"[0.45, 0.55, 0.6, 0.65, 0.7]",0.4073492870227543,
399,iter10_h2_q1,10,The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion,Social Media and Fashion,,P,Will Patagonia's sales of environmentally-friendly clothing increase by more than 70% in 2030?,"This question resolves as YES if Patagonia's sales of environmentally-friendly clothing increase by more than 70% in 2030, as reported by Patagonia's official website or reputable outdoor industry sources like the Outdoor Industry Association.",0.35,"[0.35, 0.35, 0.35, 0.35, 0.35]",0.4073492870227543,
267,iter6_h0_q1,6,The model underestimates the impact of advancements in quantum computing on the development of artificial general intelligence (AGI),AI and Computing,,P,Will Microsoft invest more than $1 billion in quantum computing research by 2028?,"This question resolves as YES if Microsoft invests more than $1 billion in quantum computing research by December 31, 2028, as reported by reputable sources like Microsoft's official website or Bloomberg.",0.75,"[0.75, 0.75, 0.75, 0.75, 0.75]",0.405017097968495,
269,iter6_h0_q1,6,The model underestimates the impact of advancements in quantum computing on the development of artificial general intelligence (AGI),AI and Computing,,P_and_Q,Will Microsoft invest more than $1 billion in quantum computing research by 2028 and the number of AGI-related patents filed by Microsoft increase by more than 30% by 2030?,"This question resolves as YES if both conditions are met: Microsoft invests more than $1 billion in quantum computing research by December 31, 2028, and the number of AGI-related patents filed by Microsoft increases by more than 30% by December 31, 2030, as reported by reputable sources like Microsoft's official website, Bloomberg, the United States Patent and Trademark Office, or the World Intellectual Property Organization.",0.75,"[0.75, 0.75, 0.75, 0.75, 0.75]",0.405017097968495,
268,iter6_h0_q1,6,The model underestimates the impact of advancements in quantum computing on the development of artificial general intelligence (AGI),AI and Computing,,Q_given_P,"Given significant investment in quantum computing research, will the number of AGI-related patents filed by Microsoft increase by more than 30% by 2030?","This question resolves as YES if the number of AGI-related patents filed by Microsoft increases by more than 30% by December 31, 2030, as reported by reputable sources like the United States Patent and Trademark Office or the World Intellectual Property Organization.",0.6599999999999999,"[0.65, 0.65, 0.65, 0.65, 0.7]",0.405017097968495,
432,iter11_h3_q0,11,The model underestimates the impact of geopolitics on global energy markets,Global Energy Markets,,P,Will China increase its investment in renewable energy by more than 90% in 2031?,"This question resolves as YES if China increases its investment in renewable energy by more than 90% in 2031, as reported by China's official website or reputable sources like the National Bureau of Statistics of China or the International Energy Agency (IEA).",0.27,"[0.25, 0.25, 0.25, 0.3, 0.3]",0.4040782479531534,
433,iter11_h3_q0,11,The model underestimates the impact of geopolitics on global energy markets,Global Energy Markets,,Q_given_P,"Given an increase in China's investment in renewable energy, will the global demand for fossil fuels decrease by more than 35% by 2038?","This question resolves as YES if the global demand for fossil fuels decreases by more than 35% by December 31, 2038, as reported by reputable sources like the IEA or the Energy Information Administration (EIA).",0.4600000000000001,"[0.65, 0.45, 0.3, 0.45, 0.45]",0.4040782479531534,
434,iter11_h3_q0,11,The model underestimates the impact of geopolitics on global energy markets,Global Energy Markets,,P_and_Q,Will China increase its investment in renewable energy by more than 90% in 2031 and the global demand for fossil fuels decrease by more than 35% by 2038?,"This question resolves as YES if both conditions are met: China increases its investment in renewable energy by more than 90% in 2031, and the global demand for fossil fuels decreases by more than 35% by December 31, 2038, as reported by China's official website, reputable sources like the National Bureau of Statistics of China or the IEA, and reputable sources like the IEA or the EIA.",0.3399999999999999,"[0.35, 0.35, 0.35, 0.35, 0.3]",0.4040782479531534,
485,iter13_h1_q1,13,"The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion, specifically in the context of influencer marketing",Marketing and Fashion,,P_and_Q,Will Patagonia's influencer marketing budget increase by more than 300% in 2029 and the company's sales of environmentally-friendly clothing increase by more than 60% by 2032?,"This question resolves as YES if both conditions are met: Patagonia's influencer marketing budget increases by more than 300% in 2029, and the company's sales of environmentally-friendly clothing increase by more than 60% by December 31, 2032, as reported by Patagonia's official website, reputable sources like AdAge, and reputable outdoor industry sources like the Outdoor Industry Association.",0.3299999999999999,"[0.35, 0.35, 0.25, 0.35, 0.35]",0.3942876259569714,
484,iter13_h1_q1,13,"The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion, specifically in the context of influencer marketing",Marketing and Fashion,,Q_given_P,"Given an increase in Patagonia's influencer marketing budget, will the company's sales of environmentally-friendly clothing increase by more than 60% by 2032?","This question resolves as YES if Patagonia's sales of environmentally-friendly clothing increase by more than 60% by December 31, 2032, as reported by Patagonia's official website or reputable outdoor industry sources like the Outdoor Industry Association.",0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.3942876259569714,
483,iter13_h1_q1,13,"The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion, specifically in the context of influencer marketing",Marketing and Fashion,,P,Will Patagonia's influencer marketing budget increase by more than 300% in 2029?,"This question resolves as YES if Patagonia's influencer marketing budget increases by more than 300% in 2029, as reported by Patagonia's official website or reputable sources like AdAge.",0.18,"[0.15, 0.2, 0.15, 0.2, 0.2]",0.3942876259569714,
154,iter2_h1_q1,2,The model underestimates the impact of global events on local economic trends,Global Economics,,Q_given_P,"Given that the EU imposes tariffs on Chinese goods worth more than $10 billion, will the Chinese yuan depreciate by more than 5% against the euro in 2025?","This question resolves based on the exchange rate as reported by the European Central Bank (ECB) or other reputable financial sources by December 31, 2025.",0.3399999999999999,"[0.35, 0.3, 0.35, 0.35, 0.35]",0.3763731073595555,
153,iter2_h1_q1,2,The model underestimates the impact of global events on local economic trends,Global Economics,,P,Will the European Union impose tariffs on Chinese goods worth more than $10 billion in 2025?,"This question resolves based on official EU announcements or reports regarding trade policies with China by December 31, 2025, as reported by credible sources such as the European Commission or Bloomberg.",0.3399999999999999,"[0.35, 0.35, 0.35, 0.3, 0.35]",0.3763731073595555,
155,iter2_h1_q1,2,The model underestimates the impact of global events on local economic trends,Global Economics,,P_and_Q,Will the European Union impose tariffs on Chinese goods worth more than $10 billion and the Chinese yuan depreciate by more than 5% against the euro in 2025?,"This question resolves based on official EU announcements or reports regarding trade policies with China and the exchange rate as reported by the European Central Bank (ECB) or other reputable financial sources by December 31, 2025.",0.3099999999999999,"[0.35, 0.35, 0.25, 0.25, 0.35]",0.3763731073595555,
334,iter8_h1_q1,8,The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion,Sustainable Fashion,,Q_given_P,"Given an increase in Patagonia's sales of environmentally-friendly clothing, will the company's overall revenue exceed $4 billion by 2032?","This question resolves as YES if Patagonia's overall revenue exceeds $4 billion by December 31, 2032, as reported by Patagonia's official website or reputable financial sources like Forbes.",0.73,"[0.75, 0.75, 0.75, 0.75, 0.65]",0.3725135236243631,
335,iter8_h1_q1,8,The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion,Sustainable Fashion,,P_and_Q,Will Patagonia's sales of environmentally-friendly clothing increase by more than 50% in 2028 and the company's overall revenue exceed $4 billion by 2032?,"This question resolves as YES if both conditions are met: Patagonia's sales of environmentally-friendly clothing increase by more than 50% in 2028, and the company's overall revenue exceeds $4 billion by December 31, 2032, as reported by Patagonia's official website, reputable outdoor industry sources like the Outdoor Industry Association, and reputable financial sources like Forbes.",0.49,"[0.45, 0.35, 0.55, 0.45, 0.65]",0.3725135236243631,
333,iter8_h1_q1,8,The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion,Sustainable Fashion,,P,Will Patagonia's sales of environmentally-friendly clothing increase by more than 50% in 2028?,"This question resolves as YES if Patagonia's sales of environmentally-friendly clothing increase by more than 50% in 2028, as reported by Patagonia's official website or reputable outdoor industry sources like the Outdoor Industry Association.",0.35,"[0.35, 0.35, 0.35, 0.35, 0.35]",0.3725135236243631,
354,iter9_h0_q0,9,The model overestimates the impact of advancements in quantum computing on the development of artificial general intelligence (AGI) in the context of complex problem-solving,AI and Computing,,P,Will Google invest more than $1 billion in quantum computing research by 2028?,"This question resolves as YES if Google invests more than $1 billion in quantum computing research by December 31, 2028, as reported by Google's official website or reputable sources like Bloomberg.",0.75,"[0.75, 0.75, 0.75, 0.75, 0.75]",0.3688118320874274,
355,iter9_h0_q0,9,The model overestimates the impact of advancements in quantum computing on the development of artificial general intelligence (AGI) in the context of complex problem-solving,AI and Computing,,Q_given_P,"Given that Google invests more than $1 billion in quantum computing research, will the number of AGI-related patents filed by Google increase by more than 50% by 2032?","This question resolves as YES if the number of AGI-related patents filed by Google increases by more than 50% by December 31, 2032, as reported by reputable sources like the United States Patent and Trademark Office or the World Intellectual Property Organization.",0.6599999999999999,"[0.65, 0.65, 0.65, 0.65, 0.7]",0.3688118320874274,
356,iter9_h0_q0,9,The model overestimates the impact of advancements in quantum computing on the development of artificial general intelligence (AGI) in the context of complex problem-solving,AI and Computing,,P_and_Q,Will Google invest more than $1 billion in quantum computing research by 2028 and the number of AGI-related patents filed by Google increase by more than 50% by 2032?,"This question resolves as YES if both conditions are met: Google invests more than $1 billion in quantum computing research by December 31, 2028, and the number of AGI-related patents filed by Google increases by more than 50% by December 31, 2032, as reported by Google's official website, reputable sources like Bloomberg, and reputable sources like the United States Patent and Trademark Office or the World Intellectual Property Organization.",0.73,"[0.75, 0.75, 0.75, 0.65, 0.75]",0.3688118320874274,
302,iter7_h1_q0,7,The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion,Sustainable Fashion,,P_and_Q,Will the number of Instagram posts using the hashtag #sustainablefashion increase by more than 100% in 2026 and the sales of sustainable fashion products increase by more than 30% by 2028?,"This question resolves as YES if both conditions are met: the number of Instagram posts using the hashtag #sustainablefashion increases by more than 100% in 2026, and the sales of sustainable fashion products increase by more than 30% by December 31, 2028, as reported by Instagram's official analytics tool, reputable social media sources like Hootsuite, and reputable sources like the Sustainable Fashion Coalition or the Global Fashion Agenda.",0.5199999999999999,"[0.35, 0.7, 0.65, 0.35, 0.55]",0.3659774332790544,
300,iter7_h1_q0,7,The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion,Sustainable Fashion,,P,Will the number of Instagram posts using the hashtag #sustainablefashion increase by more than 100% in 2026?,"This question resolves as YES if the number of Instagram posts using the hashtag #sustainablefashion increases by more than 100% in 2026, as reported by Instagram's official analytics tool or reputable social media sources like Hootsuite.",0.43,"[0.65, 0.35, 0.45, 0.35, 0.35]",0.3659774332790544,
301,iter7_h1_q0,7,The model overestimates the impact of social media trends on consumer behavior in the context of sustainable fashion,Sustainable Fashion,,Q_given_P,"Given an increase in Instagram posts using the hashtag #sustainablefashion, will the sales of sustainable fashion products increase by more than 30% by 2028?","This question resolves as YES if the sales of sustainable fashion products increase by more than 30% by December 31, 2028, as reported by reputable sources like the Sustainable Fashion Coalition or the Global Fashion Agenda.",0.6700000000000002,"[0.65, 0.65, 0.65, 0.7, 0.7]",0.3659774332790544,
492,iter13_h3_q0,13,"The model overestimates the impact of technological advancements on the development of autonomous vehicles, specifically in the context of sensor technology",Technology and Transportation,,P,Will Tesla develop a new sensor technology for autonomous vehicles that increases their range by more than 50% by 2028?,"This question resolves as YES if Tesla develops a new sensor technology for autonomous vehicles that increases their range by more than 50% by December 31, 2028, as reported by Tesla's official website or reputable sources like Electrek.",0.18,"[0.25, 0.2, 0.15, 0.15, 0.15]",0.3617557533039158,
493,iter13_h3_q0,13,"The model overestimates the impact of technological advancements on the development of autonomous vehicles, specifically in the context of sensor technology",Technology and Transportation,,Q_given_P,"Given that Tesla develops a new sensor technology for autonomous vehicles, will the company's autonomous vehicle sales increase by more than 70% by 2031?","This question resolves as YES if Tesla's autonomous vehicle sales increase by more than 70% by December 31, 2031, as reported by Tesla's official website or reputable sources like the Automotive News Data Center.",0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.3617557533039158,
494,iter13_h3_q0,13,"The model overestimates the impact of technological advancements on the development of autonomous vehicles, specifically in the context of sensor technology",Technology and Transportation,,P_and_Q,Will Tesla develop a new sensor technology for autonomous vehicles that increases their range by more than 50% by 2028 and the company's autonomous vehicle sales increase by more than 70% by 2031?,"This question resolves as YES if both conditions are met: Tesla develops a new sensor technology for autonomous vehicles that increases their range by more than 50% by December 31, 2028, and the company's autonomous vehicle sales increase by more than 70% by December 31, 2031, as reported by Tesla's official website, reputable sources like Electrek, and reputable sources like the Automotive News Data Center.",0.3099999999999999,"[0.35, 0.15, 0.35, 0.35, 0.35]",0.3617557533039158,
