,question_triple_id,iteration,hypothesis,topic,reasoning_flaw,question_type,question_title,question_body,avg_forecast,individual_forecasts,consistency_score
325,iter7_h1_q1,7,The model underestimates the impact of genetic engineering on the development of new medical treatments for rare diseases,Biotechnology,,Q_given_P,"Given an increase in the number of genetic engineering startups, will the development of new medical treatments for genetic disorders accelerate by at least 25% in the next 5 years?","This question resolves as YES if the development of new medical treatments for genetic disorders accelerates by at least 25% in the next 5 years, as reported by credible sources such as academic journals, research institutions, or pharmaceutical companies, and measured by the number of research papers, patents, or breakthroughs in genetic disorder treatments.",0.69,"[0.7, 0.7, 0.65, 0.75, 0.65]",0.4167004840259287
324,iter7_h1_q1,7,The model underestimates the impact of genetic engineering on the development of new medical treatments for rare diseases,Biotechnology,,P,Will the number of genetic engineering startups increase by more than 30% in 2025 compared to 2024?,"This question resolves as YES if the number of genetic engineering startups increases by more than 30% in 2025 compared to 2024, as reported by reputable sources such as venture capital firms, startup accelerators, or industry reports.",0.3,"[0.25, 0.25, 0.35, 0.35, 0.3]",0.4167004840259287
125,iter4_h3_q0,4,The model underestimates the impact of climate change on the development of sustainable agriculture practices in Africa,Agriculture and Environment,,P_and_Q,Will the investment in climate-resilient agriculture in Africa increase by more than 40% in 2028 compared to 2027 and the development of drought-tolerant crop varieties accelerate by at least 30% in the next 8 years?,"This question resolves as YES if both conditions are met: the investment in climate-resilient agriculture in Africa increases by more than 40% in 2028 compared to 2027, as reported by the African Development Bank or other credible sources, and the development of drought-tolerant crop varieties accelerates by at least 30% in the next 8 years, as reported by credible sources such as the International Maize and Wheat Improvement Center (CIMMYT) or other reputable research institutions.",0.35,"[0.35, 0.65, 0.3, 0.2, 0.25]",0.413011585559571
124,iter4_h3_q0,4,The model underestimates the impact of climate change on the development of sustainable agriculture practices in Africa,Agriculture and Environment,,Q_given_P,"Given an increase in investment in climate-resilient agriculture, will the development of drought-tolerant crop varieties accelerate by at least 30% in the next 8 years?","This question resolves as YES if, given an increase in investment in climate-resilient agriculture, the development of drought-tolerant crop varieties accelerates by at least 30% in the next 8 years, as reported by credible sources such as the International Maize and Wheat Improvement Center (CIMMYT) or other reputable research institutions.",0.62,"[0.65, 0.65, 0.4, 0.75, 0.65]",0.413011585559571
123,iter4_h3_q0,4,The model underestimates the impact of climate change on the development of sustainable agriculture practices in Africa,Agriculture and Environment,,P,Will the investment in climate-resilient agriculture in Africa increase by more than 40% in 2028 compared to 2027?,"This question resolves as YES if the investment in climate-resilient agriculture in Africa increases by more than 40% in 2028 compared to 2027, as reported by the African Development Bank or other credible sources.",0.2,"[0.35, 0.1, 0.1, 0.25, 0.2]",0.413011585559571
383,iter9_h1_q0,9,The model overestimates the correlation between the development of 5G networks and the adoption of Internet of Things (IoT) devices,Telecommunications and Technology,,P_and_Q,Will the number of 5G subscriptions worldwide increase by more than 50% in 2026 compared to 2025 and the number of IoT devices connected to 5G networks increase by more than 30% in 2027?,"This question resolves as YES if both conditions are met: the number of 5G subscriptions worldwide increases by more than 50% in 2026 compared to 2025, as reported by reputable sources, and the number of IoT devices connected to 5G networks increases by more than 30% in 2027, as reported by credible sources.",0.4,"[0.75, 0.15, 0.3, 0.15, 0.65]",0.4057899988369466
381,iter9_h1_q0,9,The model overestimates the correlation between the development of 5G networks and the adoption of Internet of Things (IoT) devices,Telecommunications and Technology,,P,Will the number of 5G subscriptions worldwide increase by more than 50% in 2026 compared to 2025?,"This question resolves as YES if the number of 5G subscriptions worldwide increases by more than 50% in 2026 compared to 2025, as reported by reputable sources such as the International Telecommunication Union (ITU) or industry reports.",0.2,"[0.25, 0.2, 0.15, 0.25, 0.15]",0.4057899988369466
382,iter9_h1_q0,9,The model overestimates the correlation between the development of 5G networks and the adoption of Internet of Things (IoT) devices,Telecommunications and Technology,,Q_given_P,"Given an increase in 5G subscriptions, will the number of IoT devices connected to 5G networks increase by more than 30% in 2027?","This question resolves as YES if the number of IoT devices connected to 5G networks increases by more than 30% in 2027, as reported by credible sources such as market research firms or industry reports.",0.8,"[0.8, 0.75, 0.85, 0.8, 0.8]",0.4057899988369466
110,iter4_h0_q1,4,The model overestimates the correlation between the development of AGI and the adoption of quantum computing in the healthcare industry,Geopolitics and Technology,,P_and_Q,Will the investment in AGI research by the European Union increase by more than 40% in 2028 compared to 2027 and the development of quantum-resistant cryptography by the National Institute of Standards and Technology (NIST) accelerate by at least 20% in the next 6 years?,"This question resolves as YES if both conditions are met: the investment in AGI research by the European Union increases by more than 40% in 2028 compared to 2027, as reported by the European Commission or other credible sources, and the development of quantum-resistant cryptography by the National Institute of Standards and Technology (NIST) accelerates by at least 20% in the next 6 years, as reported by credible sources such as academic journals, research institutions, or cybersecurity companies.",0.25,"[0.3, 0.2, 0.25, 0.25, 0.25]",0.4039301860604713
109,iter4_h0_q1,4,The model overestimates the correlation between the development of AGI and the adoption of quantum computing in the healthcare industry,Geopolitics and Technology,,Q_given_P,"Given an increase in EU investment in AGI research, will the development of quantum-resistant cryptography by the National Institute of Standards and Technology (NIST) accelerate by at least 20% in the next 6 years?","This question resolves as YES if, given an increase in EU investment in AGI research, the development of quantum-resistant cryptography by the National Institute of Standards and Technology (NIST) accelerates by at least 20% in the next 6 years, as reported by credible sources such as academic journals, research institutions, or cybersecurity companies.",0.37,"[0.35, 0.3, 0.4, 0.25, 0.55]",0.4039301860604713
108,iter4_h0_q1,4,The model overestimates the correlation between the development of AGI and the adoption of quantum computing in the healthcare industry,Geopolitics and Technology,,P,Will the investment in AGI research by the European Union increase by more than 40% in 2028 compared to 2027?,"This question resolves as YES if the investment in AGI research by the European Union increases by more than 40% in 2028 compared to 2027, as reported by the European Commission or other credible sources.",0.17,"[0.1, 0.3, 0.2, 0.1, 0.15]",0.4039301860604713
411,iter10_h1_q0,10,"The model overestimates the correlation between the development of 5G networks and the adoption of Internet of Things (IoT) devices, particularly in the context of smart cities and industrial automation.",Telecommunications,,P,Will the number of 5G subscriptions worldwide increase by more than 50% in 2027 compared to 2026?,"This question resolves as YES if the number of 5G subscriptions worldwide increases by more than 50% in 2027 compared to 2026, as reported by reputable sources such as the International Telecommunication Union (ITU) or industry reports.",0.1999999999999999,"[0.3, 0.35, 0.15, 0.1, 0.1]",0.3991933896442345
412,iter10_h1_q0,10,"The model overestimates the correlation between the development of 5G networks and the adoption of Internet of Things (IoT) devices, particularly in the context of smart cities and industrial automation.",Telecommunications,,Q_given_P,"Given an increase in 5G subscriptions, will the number of IoT devices connected to 5G networks increase by more than 30% in 2028?","This question resolves as YES if the number of IoT devices connected to 5G networks increases by more than 30% in 2028, as reported by credible sources such as market research firms or industry reports.",0.8140000000000001,"[0.8, 0.8, 0.85, 0.82, 0.8]",0.3991933896442345
413,iter10_h1_q0,10,"The model overestimates the correlation between the development of 5G networks and the adoption of Internet of Things (IoT) devices, particularly in the context of smart cities and industrial automation.",Telecommunications,,P_and_Q,Will the number of 5G subscriptions worldwide increase by more than 50% in 2027 compared to 2026 and the number of IoT devices connected to 5G networks increase by more than 30% in 2028?,"This question resolves as YES if both conditions are met: the number of 5G subscriptions worldwide increases by more than 50% in 2027 compared to 2026, as reported by reputable sources, and the number of IoT devices connected to 5G networks increases by more than 30% in 2028, as reported by credible sources.",0.4,"[0.75, 0.15, 0.25, 0.2, 0.65]",0.3991933896442345
169,iter2_h0_q1,2,"The model overestimates the correlation between national economic trends and company-specific financial performance, as observed in examples involving major tech companies and their responses to global economic shifts.",Economics and Technology,,Q_given_P,"Given that the US unemployment rate drops below 4% by the end of 2025, will Microsoft's stock price increase by more than 20% in 2025?","This question resolves as YES if Microsoft's stock price increases by more than 20% in 2025, as measured by the closing price on December 31, 2025, compared to the closing price on December 31, 2024, according to data from Yahoo Finance or another reputable financial data source.",0.43,"[0.4, 0.45, 0.4, 0.4, 0.5]",0.3982479812237116
168,iter2_h0_q1,2,"The model overestimates the correlation between national economic trends and company-specific financial performance, as observed in examples involving major tech companies and their responses to global economic shifts.",Economics and Technology,,P,Will the US unemployment rate drop below 4% by the end of 2025?,"This question resolves as YES if the US unemployment rate drops below 4% by December 31, 2025, as reported by the Bureau of Labor Statistics (BLS) in their December 2025 employment situation report.",0.7100000000000001,"[0.85, 0.6, 0.65, 0.85, 0.6]",0.3982479812237116
170,iter2_h0_q1,2,"The model overestimates the correlation between national economic trends and company-specific financial performance, as observed in examples involving major tech companies and their responses to global economic shifts.",Economics and Technology,,P_and_Q,Will the US unemployment rate drop below 4% by the end of 2025 and Microsoft's stock price increase by more than 20% in 2025?,"This question resolves as YES if both conditions are met: the US unemployment rate drops below 4% by December 31, 2025, as reported by the BLS, and Microsoft's stock price increases by more than 20% in 2025, as measured by the closing price on December 31, 2025, compared to the closing price on December 31, 2024, according to data from Yahoo Finance or another reputable financial data source.",0.56,"[0.65, 0.65, 0.4, 0.75, 0.35]",0.3982479812237116
27,iter1_h3_q0,1,The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology,Energy and Environment,Overestimation of correlation,P,Will the number of public charging stations for electric vehicles increase by more than 60% in 2027 compared to 2026?,"This question resolves as YES if the number of public charging stations for electric vehicles increases by more than 60% in 2027 compared to 2026, as reported by reputable sources such as the International Energy Agency (IEA) or industry reports.",0.22,"[0.25, 0.35, 0.15, 0.15, 0.2]",0.395566255257706
29,iter1_h3_q0,1,The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology,Energy and Environment,Overestimation of correlation,P_and_Q,Will the number of public charging stations for electric vehicles increase by more than 60% in 2027 compared to 2026 and the development of autonomous driving technology for passenger vehicles accelerate by at least 20% in the next 6 years?,"This question resolves as YES if both conditions are met: the number of public charging stations for electric vehicles increases by more than 60% in 2027 compared to 2026, as reported by reputable sources, and the development of autonomous driving technology for passenger vehicles accelerates by at least 20% in the next 6 years, as reported by credible sources.",0.346,"[0.35, 0.3, 0.75, 0.18, 0.15]",0.395566255257706
28,iter1_h3_q0,1,The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology,Energy and Environment,Overestimation of correlation,Q_given_P,"Given an increase in public charging stations, will the development of autonomous driving technology for passenger vehicles accelerate by at least 20% in the next 6 years?","This question resolves as YES if, given an increase in public charging stations, the development of autonomous driving technology for passenger vehicles accelerates by at least 20% in the next 6 years, as reported by credible sources such as academic journals, research institutions, or tech companies.",0.5900000000000001,"[0.55, 0.65, 0.75, 0.35, 0.65]",0.395566255257706
107,iter4_h0_q0,4,The model overestimates the correlation between the development of AGI and the adoption of quantum computing in the healthcare industry,AI and Computing,,P_and_Q,Will the number of research papers on AGI published in top-tier journals increase by more than 30% in 2027 compared to 2026 and the adoption of quantum computing in the healthcare industry for medical diagnosis increase by more than 25% in 2029?,"This question resolves as YES if both conditions are met: the number of research papers on AGI published in top-tier journals increases by more than 30% in 2027 compared to 2026, as reported by the Association for the Advancement of Artificial Intelligence (AAAI) or other credible sources, and the adoption of quantum computing in the healthcare industry for medical diagnosis increases by more than 25% in 2029, as reported by credible sources such as the Healthcare Information and Management Systems Society (HIMSS) or other reputable research institutions.",0.2799999999999999,"[0.25, 0.35, 0.3, 0.05, 0.45]",0.3805504427650917
106,iter4_h0_q0,4,The model overestimates the correlation between the development of AGI and the adoption of quantum computing in the healthcare industry,AI and Computing,,Q_given_P,"Given an increase in AGI research papers, will the adoption of quantum computing in the healthcare industry for medical diagnosis increase by more than 25% in 2029?","This question resolves as YES if, given an increase in AGI research papers, the adoption of quantum computing in the healthcare industry for medical diagnosis increases by more than 25% in 2029, as reported by credible sources such as the Healthcare Information and Management Systems Society (HIMSS) or other reputable research institutions.",0.29,"[0.35, 0.2, 0.35, 0.25, 0.3]",0.3805504427650917
105,iter4_h0_q0,4,The model overestimates the correlation between the development of AGI and the adoption of quantum computing in the healthcare industry,AI and Computing,,P,Will the number of research papers on AGI published in top-tier journals increase by more than 30% in 2027 compared to 2026?,"This question resolves as YES if the number of research papers on AGI published in top-tier journals increases by more than 30% in 2027 compared to 2026, as reported by the Association for the Advancement of Artificial Intelligence (AAAI) or other credible sources.",0.32,"[0.25, 0.25, 0.6, 0.2, 0.3]",0.3805504427650917
148,iter1_h0_q4,1,"The model overestimates the probability of joint events in political contexts, as observed in examples like the Eurovision qualification and Nordic country win scenarios",,,Q_given_P,"Given a resolution to the trade disputes, will the US experience a reduction in its trade deficit with China?","Resolution date: December 31, 2025; Resolution criteria: Trade deficit data; Resolution source: US Census Bureau",0.54,"[0.65, 0.65, 0.45, 0.35, 0.6]",0.374038984432487
149,iter1_h0_q4,1,"The model overestimates the probability of joint events in political contexts, as observed in examples like the Eurovision qualification and Nordic country win scenarios",,,P_and_Q,Will the US and China resolve their trade disputes by 2025 and the US experience a reduction in its trade deficit with China?,"Resolution date: December 31, 2025; Resolution criteria: Official announcements from the US and China, trade deficit data; Resolution source: Reuters, US Census Bureau",0.42,"[0.55, 0.35, 0.35, 0.35, 0.5]",0.374038984432487
147,iter1_h0_q4,1,"The model overestimates the probability of joint events in political contexts, as observed in examples like the Eurovision qualification and Nordic country win scenarios",,,P,Will the US and China resolve their trade disputes by 2025?,"Resolution date: December 31, 2025; Resolution criteria: Official announcements from the US and China; Resolution source: Reuters",0.37,"[0.25, 0.5, 0.4, 0.4, 0.3]",0.374038984432487
77,iter3_h0_q0,3,The model overestimates the correlation between the development of quantum computing and the adoption of artificial intelligence (AI) in the healthcare industry,AI and Computing,,P_and_Q,Will the number of quantum computing research papers published in top-tier journals increase by more than 50% in 2027 compared to 2026 and the adoption of AI in the healthcare industry for medical diagnosis increase by more than 30% in 2028?,"This question resolves as YES if both conditions are met: the number of quantum computing research papers published in top-tier journals increases by more than 50% in 2027 compared to 2026, as reported by the Institute of Electrical and Electronics Engineers (IEEE) or other credible sources, and the adoption of AI in the healthcare industry for medical diagnosis increases by more than 30% in 2028, as reported by credible sources such as academic journals, research institutions, or healthcare companies.",0.29,"[0.6, 0.25, 0.2, 0.15, 0.25]",0.3738438984758801
76,iter3_h0_q0,3,The model overestimates the correlation between the development of quantum computing and the adoption of artificial intelligence (AI) in the healthcare industry,AI and Computing,,Q_given_P,"Given an increase in quantum computing research papers, will the adoption of AI in the healthcare industry for medical diagnosis increase by more than 30% in 2028?","This question resolves as YES if, given an increase in quantum computing research papers, the adoption of AI in the healthcare industry for medical diagnosis increases by more than 30% in 2028, as reported by credible sources such as academic journals, research institutions, or healthcare companies.",0.48,"[0.65, 0.25, 0.2, 0.65, 0.65]",0.3738438984758801
75,iter3_h0_q0,3,The model overestimates the correlation between the development of quantum computing and the adoption of artificial intelligence (AI) in the healthcare industry,AI and Computing,,P,Will the number of quantum computing research papers published in top-tier journals increase by more than 50% in 2027 compared to 2026?,"This question resolves as YES if the number of quantum computing research papers published in top-tier journals increases by more than 50% in 2027 compared to 2026, as reported by the Institute of Electrical and Electronics Engineers (IEEE) or other credible sources.",0.2099999999999999,"[0.15, 0.3, 0.2, 0.2, 0.2]",0.3738438984758801
14,iter1_h1_q1,1,"The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology, particularly in the context of smart cities and ride-hailing services",Energy and Environment,Overestimation of correlation,P_and_Q,Will the number of electric vehicle charging stations in Europe increase by more than 40% in 2030 compared to 2029 and the adoption of autonomous driving technology in European cities increase by more than 20% in the next 4 years?,"This question resolves as YES if both conditions are met: the number of electric vehicle charging stations in Europe increases by more than 40% in 2030 compared to 2029, as reported by reputable sources, and the adoption of autonomous driving technology in European cities increases by more than 20% in the next 4 years, as reported by credible sources.",0.32,"[0.45, 0.4, 0.25, 0.35, 0.15]",0.3731381780301943
13,iter1_h1_q1,1,"The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology, particularly in the context of smart cities and ride-hailing services",Energy and Environment,Overestimation of correlation,Q_given_P,"Given an increase in electric vehicle charging stations in Europe, will the adoption of autonomous driving technology in European cities increase by more than 20% in the next 4 years?","This question resolves as YES if, given an increase in electric vehicle charging stations in Europe, the adoption of autonomous driving technology in European cities increases by more than 20% in the next 4 years, as reported by credible sources such as academic journals, research institutions, or tech companies.",0.51,"[0.65, 0.35, 0.35, 0.55, 0.65]",0.3731381780301943
12,iter1_h1_q1,1,"The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology, particularly in the context of smart cities and ride-hailing services",Energy and Environment,Overestimation of correlation,P,Will the number of electric vehicle charging stations in Europe increase by more than 40% in 2030 compared to 2029?,"This question resolves as YES if the number of electric vehicle charging stations in Europe increases by more than 40% in 2030 compared to 2029, as reported by reputable sources such as the European Commission or industry reports.",0.24,"[0.2, 0.15, 0.1, 0.55, 0.2]",0.3731381780301943
52,iter2_h1_q0,2,The model underestimates the impact of quantum computing on the development of new encryption methods,Cybersecurity,,Q_given_P,"Given an increase in quantum computing research papers, will the development of new encryption methods for secure data transmission increase by more than 40% in the next 6 years?","This question resolves as YES if, given an increase in quantum computing research papers, the development of new encryption methods for secure data transmission increases by more than 40% in the next 6 years, as reported by credible sources such as academic journals, research institutions, or cybersecurity companies.",0.78,"[0.8, 0.75, 0.85, 0.75, 0.75]",0.361427570024726
53,iter2_h1_q0,2,The model underestimates the impact of quantum computing on the development of new encryption methods,Cybersecurity,,P_and_Q,Will the number of quantum computing research papers published increase by more than 60% in 2028 compared to 2027 and the development of new encryption methods for secure data transmission increase by more than 40% in the next 6 years?,"This question resolves as YES if both conditions are met: the number of quantum computing research papers published increases by more than 60% in 2028 compared to 2027, as reported by the National Institute of Standards and Technology (NIST) or other credible sources, and the development of new encryption methods for secure data transmission increases by more than 40% in the next 6 years, as reported by credible sources such as academic journals, research institutions, or cybersecurity companies.",0.27,"[0.15, 0.25, 0.25, 0.3, 0.4]",0.361427570024726
51,iter2_h1_q0,2,The model underestimates the impact of quantum computing on the development of new encryption methods,Cybersecurity,,P,Will the number of quantum computing research papers published increase by more than 60% in 2028 compared to 2027?,"This question resolves as YES if the number of quantum computing research papers published increases by more than 60% in 2028 compared to 2027, as reported by the National Institute of Standards and Technology (NIST) or other credible sources.",0.11,"[0.1, 0.2, 0.05, 0.1, 0.1]",0.361427570024726
72,iter2_h4_q1,2,The model overestimates the correlation between the adoption of artificial intelligence (AI) and the development of robotics technology,Robotics,,P,Will the number of robotics patents filed by Boston Dynamics increase by more than 80% in 2033 compared to 2032?,"This question resolves as YES if the number of robotics patents filed by Boston Dynamics increases by more than 80% in 2033 compared to 2032, as reported by the United States Patent and Trademark Office (USPTO) or other credible sources.",0.12,"[0.05, 0.15, 0.1, 0.15, 0.15]",0.3597976426888307
73,iter2_h4_q1,2,The model overestimates the correlation between the adoption of artificial intelligence (AI) and the development of robotics technology,Robotics,,Q_given_P,"Given an increase in robotics patents filed by Boston Dynamics, will the development of autonomous robots for search and rescue operations accelerate by at least 60% in the next 9 years?","This question resolves as YES if, given an increase in robotics patents filed by Boston Dynamics, the development of autonomous robots for search and rescue operations accelerates by at least 60% in the next 9 years, as reported by credible sources such as academic journals, research institutions, or robotics companies.",0.44,"[0.35, 0.55, 0.55, 0.4, 0.35]",0.3597976426888307
74,iter2_h4_q1,2,The model overestimates the correlation between the adoption of artificial intelligence (AI) and the development of robotics technology,Robotics,,P_and_Q,Will the number of robotics patents filed by Boston Dynamics increase by more than 80% in 2033 compared to 2032 and the development of autonomous robots for search and rescue operations accelerate by at least 60% in the next 9 years?,"This question resolves as YES if both conditions are met: the number of robotics patents filed by Boston Dynamics increases by more than 80% in 2033 compared to 2032, as reported by the United States Patent and Trademark Office (USPTO) or other credible sources, and the development of autonomous robots for search and rescue operations accelerates by at least 60% in the next 9 years, as reported by credible sources such as academic journals, research institutions, or robotics companies.",0.21,"[0.2, 0.2, 0.2, 0.3, 0.15]",0.3597976426888307
270,iter5_h2_q1,5,The model underestimates the impact of genetic engineering on the development of new medical treatments,Biotechnology and Medicine,,P,Will CRISPR Therapeutics announce a significant breakthrough in gene editing technology by 2026?,"This question resolves as YES if CRISPR Therapeutics announces a significant breakthrough in gene editing technology by December 31, 2026, as reported by CRISPR Therapeutics' official blog or reputable biotech news sources.",0.58,"[0.65, 0.4, 0.65, 0.55, 0.65]",0.3565143429391902
272,iter5_h2_q1,5,The model underestimates the impact of genetic engineering on the development of new medical treatments,Biotechnology and Medicine,,P_and_Q,Will CRISPR Therapeutics announce a significant breakthrough in gene editing technology by 2026 and the development of new medical treatments for genetic disorders accelerate by at least 20% in the next 5 years?,"This question resolves as YES if both conditions are met: CRISPR Therapeutics announces a significant breakthrough in gene editing technology by December 31, 2026, as reported by CRISPR Therapeutics' official blog or reputable biotech news sources, and the development of new medical treatments for genetic disorders accelerates by at least 20% in the next 5 years, as reported by credible sources.",0.69,"[0.6, 0.65, 0.8, 0.75, 0.65]",0.3565143429391902
271,iter5_h2_q1,5,The model underestimates the impact of genetic engineering on the development of new medical treatments,Biotechnology and Medicine,,Q_given_P,"Given a breakthrough in gene editing technology, will the development of new medical treatments for genetic disorders accelerate by at least 20% in the next 5 years?","This question resolves as YES if the development of new medical treatments for genetic disorders accelerates by at least 20% in the next 5 years, as reported by credible sources such as academic journals, research institutions, or pharmaceutical companies, and measured by the number of research papers, patents, or breakthroughs in genetic disorder treatments.",0.79,"[0.8, 0.85, 0.85, 0.7, 0.75]",0.3565143429391902
121,iter4_h2_q1,4,The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology in the logistics industry,Transportation and Logistics,,Q_given_P,"Given a decrease in electric vehicle battery costs, will the adoption of electric vehicles in the logistics industry increase by more than 35% in the next 10 years?","This question resolves as YES if, given a decrease in electric vehicle battery costs, the adoption of electric vehicles in the logistics industry increases by more than 35% in the next 10 years, as reported by credible sources such as the International Energy Agency (IEA) or other reputable research institutions.",0.76,"[0.75, 0.8, 0.75, 0.75, 0.75]",0.356124773941106
122,iter4_h2_q1,4,The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology in the logistics industry,Transportation and Logistics,,P_and_Q,Will the cost of electric vehicle batteries decrease by more than 22% in 2032 compared to 2031 and the adoption of electric vehicles in the logistics industry increase by more than 35% in the next 10 years?,"This question resolves as YES if both conditions are met: the cost of electric vehicle batteries decreases by more than 22% in 2032 compared to 2031, as reported by the National Renewable Energy Laboratory (NREL) or other credible sources, and the adoption of electric vehicles in the logistics industry increases by more than 35% in the next 10 years, as reported by credible sources such as the International Energy Agency (IEA) or other reputable research institutions.",0.24,"[0.25, 0.15, 0.6, 0.1, 0.1]",0.356124773941106
120,iter4_h2_q1,4,The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology in the logistics industry,Transportation and Logistics,,P,Will the cost of electric vehicle batteries decrease by more than 22% in 2032 compared to 2031?,"This question resolves as YES if the cost of electric vehicle batteries decreases by more than 22% in 2032 compared to 2031, as reported by the National Renewable Energy Laboratory (NREL) or other credible sources.",0.09,"[0.05, 0.15, 0.05, 0.15, 0.05]",0.356124773941106
33,iter1_h3_q2,1,The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology,Energy and Environment,Overestimation of correlation,P,Will the number of electric vehicles sold in China increase by more than 50% in 2030 compared to 2029?,"This question resolves as YES if the number of electric vehicles sold in China increases by more than 50% in 2030 compared to 2029, as reported by reputable sources such as the Chinese government or industry reports.",0.15,"[0.15, 0.1, 0.05, 0.2, 0.25]",0.3506799643402122
34,iter1_h3_q2,1,The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology,Energy and Environment,Overestimation of correlation,Q_given_P,"Given an increase in electric vehicle sales in China, will the development of autonomous driving technology for passenger vehicles accelerate by at least 25% in the next 8 years?","This question resolves as YES if, given an increase in electric vehicle sales in China, the development of autonomous driving technology for passenger vehicles accelerates by at least 25% in the next 8 years, as reported by credible sources such as academic journals, research institutions, or tech companies.",0.7899999999999999,"[0.75, 0.8, 0.75, 0.8, 0.85]",0.3506799643402122
35,iter1_h3_q2,1,The model overestimates the correlation between the adoption of electric vehicles and the development of autonomous driving technology,Energy and Environment,Overestimation of correlation,P_and_Q,Will the number of electric vehicles sold in China increase by more than 50% in 2030 compared to 2029 and the development of autonomous driving technology for passenger vehicles accelerate by at least 25% in the next 8 years?,"This question resolves as YES if both conditions are met: the number of electric vehicles sold in China increases by more than 50% in 2030 compared to 2029, as reported by reputable sources, and the development of autonomous driving technology for passenger vehicles accelerates by at least 25% in the next 8 years, as reported by credible sources.",0.31,"[0.1, 0.2, 0.8, 0.2, 0.25]",0.3506799643402122
378,iter9_h0_q1,9,The model underestimates the impact of advancements in genetic engineering on the development of new medical treatments for complex diseases,Biotechnology and Healthcare,,P,Will the number of genetic engineering startups focused on treating complex diseases increase by more than 30% in 2026 compared to 2025?,"This question resolves as YES if the number of genetic engineering startups focused on treating complex diseases increases by more than 30% in 2026 compared to 2025, as reported by reputable sources such as venture capital firms, startup accelerators, or industry reports.",0.3299999999999999,"[0.25, 0.4, 0.25, 0.25, 0.5]",0.3475991790007479
379,iter9_h0_q1,9,The model underestimates the impact of advancements in genetic engineering on the development of new medical treatments for complex diseases,Biotechnology and Healthcare,,Q_given_P,"Given an increase in genetic engineering startups focused on treating complex diseases, will the development of new medical treatments for rare genetic disorders accelerate by at least 20% in the next 5 years?","This question resolves as YES if the development of new medical treatments for rare genetic disorders accelerates by at least 20% in the next 5 years, as reported by credible sources such as academic journals, research institutions, or pharmaceutical companies, and measured by the number of research papers, patents, or breakthroughs in rare genetic disorder treatments.",0.76,"[0.8, 0.75, 0.7, 0.75, 0.8]",0.3475991790007479
380,iter9_h0_q1,9,The model underestimates the impact of advancements in genetic engineering on the development of new medical treatments for complex diseases,Biotechnology and Healthcare,,P_and_Q,Will the number of genetic engineering startups focused on treating complex diseases increase by more than 30% in 2026 compared to 2025 and the development of new medical treatments for rare genetic disorders accelerate by at least 20% in the next 5 years?,"This question resolves as YES if both conditions are met: the number of genetic engineering startups focused on treating complex diseases increases by more than 30% in 2026 compared to 2025, as reported by reputable sources, and the development of new medical treatments for rare genetic disorders accelerates by at least 20% in the next 5 years, as reported by credible sources.",0.4699999999999999,"[0.65, 0.35, 0.4, 0.7, 0.25]",0.3475991790007479
275,iter5_h3_q0,5,The model overestimates the correlation between the development of 5G networks and the adoption of Internet of Things (IoT) devices,Telecommunications and IoT,,P_and_Q,Will the number of 5G subscriptions worldwide increase by more than 50% in 2025 and the number of IoT devices connected to 5G networks increase by more than 30% in 2026?,"This question resolves as YES if both conditions are met: the number of 5G subscriptions worldwide increases by more than 50% in 2025, as reported by reputable sources, and the number of IoT devices connected to 5G networks increases by more than 30% in 2026, as reported by credible sources.",0.776,"[0.75, 0.78, 0.8, 0.8, 0.75]",0.3469352448867585
274,iter5_h3_q0,5,The model overestimates the correlation between the development of 5G networks and the adoption of Internet of Things (IoT) devices,Telecommunications and IoT,,Q_given_P,"Given an increase in 5G subscriptions, will the number of IoT devices connected to 5G networks increase by more than 30% in 2026?","This question resolves as YES if the number of IoT devices connected to 5G networks increases by more than 30% in 2026, as reported by credible sources such as market research firms or industry reports.",0.8,"[0.75, 0.85, 0.8, 0.75, 0.85]",0.3469352448867585
273,iter5_h3_q0,5,The model overestimates the correlation between the development of 5G networks and the adoption of Internet of Things (IoT) devices,Telecommunications and IoT,,P,Will the number of 5G subscriptions worldwide increase by more than 50% in 2025?,"This question resolves as YES if the number of 5G subscriptions worldwide increases by more than 50% in 2025, as reported by reputable sources such as the International Telecommunication Union (ITU) or industry reports.",0.7,"[0.4, 0.85, 0.65, 0.75, 0.85]",0.3469352448867585
