,question_triple_id,iteration,hypothesis,topic,reasoning_flaw,question_type,question_title,question_body,avg_forecast,individual_forecasts,consistency_score
75,iter3_h0_q0,3,"The model underestimates the impact of quantum computing on the global economy, particularly in the context of optimization and simulation",AI and Computing,,P,Will Google invest more than $10 billion in quantum computing research and development in 2029?,This question resolves as YES if Google's official website or a reputable tech news source reports that the company has invested more than $10 billion in quantum computing research and development in 2029.,0.21,"[0.15, 0.25, 0.25, 0.15, 0.25]",0.4370651924622104
173,iter2_h4_q0,2,The model overestimates the correlation between a company's social media presence and its customer engagement,Marketing,,P_and_Q,Will Coca-Cola increase its social media advertising budget and its customer engagement metrics increase by more than 15% in 2025?,"This question resolves as YES if Coca-Cola's official website or a reputable news source reports that the company has increased its social media advertising budget by more than 20% in 2025, and its customer engagement metrics have increased by more than 15% in 2025, as reported by Coca-Cola's official social media accounts or a reputable social media analytics tool.",0.49,"[0.45, 0.65, 0.45, 0.45, 0.45]",0.4287250185637208
172,iter2_h4_q0,2,The model overestimates the correlation between a company's social media presence and its customer engagement,Marketing,,Q_given_P,"Given that Coca-Cola increases its social media advertising budget, will its customer engagement metrics (such as likes, shares, and comments) increase by more than 15% in 2025?","This question resolves as YES if Coca-Cola's official social media accounts or a reputable social media analytics tool (such as Hootsuite or Sprout Social) reports that the company's customer engagement metrics have increased by more than 15% in 2025, and NO otherwise.",0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.4287250185637208
171,iter2_h4_q0,2,The model overestimates the correlation between a company's social media presence and its customer engagement,Marketing,,P,Will Coca-Cola increase its social media advertising budget by more than 20% in 2025?,This question resolves as YES if Coca-Cola's official website or a reputable news source (such as AdAge or Adweek) reports that the company has increased its social media advertising budget by more than 20% in 2025.,0.35,"[0.35, 0.35, 0.35, 0.35, 0.35]",0.4287250185637208
320,iter7_h3_q1,7,The model underestimates the impact of cybersecurity threats on the global supply chain,Cybersecurity,,P_and_Q,Will the United States government invest more than $10 billion in cybersecurity research and development for the global supply chain and the number of cybersecurity-related jobs in the global supply chain increase by more than 25% in 2028?,"This question resolves as YES if the United States government's official website or a reputable cybersecurity news source reports that the government has invested more than $10 billion in cybersecurity research and development for the global supply chain by 2027, and the Bureau of Labor Statistics (BLS) or a reputable job market analytics firm reports that the number of cybersecurity-related jobs in the global supply chain has increased by more than 25% in 2028.",0.2339999999999999,"[0.25, 0.21, 0.21, 0.25, 0.25]",0.4072681985982366
318,iter7_h3_q1,7,The model underestimates the impact of cybersecurity threats on the global supply chain,Cybersecurity,,P,Will the United States government invest more than $10 billion in cybersecurity research and development for the global supply chain by 2027?,This question resolves as YES if the United States government's official website or a reputable cybersecurity news source (such as Cybersecurity News or Federal News Network) reports that the government has invested more than $10 billion in cybersecurity research and development for the global supply chain by 2027.,0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.4072681985982366
319,iter7_h3_q1,7,The model underestimates the impact of cybersecurity threats on the global supply chain,Cybersecurity,,Q_given_P,"Given that the United States government invests more than $10 billion in cybersecurity research and development for the global supply chain, will the number of cybersecurity-related jobs in the global supply chain increase by more than 25% in 2028?",This question resolves as YES if the Bureau of Labor Statistics (BLS) or a reputable job market analytics firm (such as LinkedIn or Glassdoor) reports that the number of cybersecurity-related jobs in the global supply chain has increased by more than 25% in 2028.,0.75,"[0.78, 0.75, 0.75, 0.75, 0.72]",0.4072681985982366
117,iter4_h2_q0,4,The model overestimates the correlation between genetic engineering and the development of new medical treatments,"Genetic Engineering, Medicine",,P,Will CRISPR Therapeutics invest more than $1.2 billion in genetic engineering research and development for rare diseases in 2027?,This question resolves as YES if CRISPR Therapeutics' official website or a reputable biotech news source reports that the company has invested more than $1.2 billion in genetic engineering research and development for rare diseases in 2027.,0.29,"[0.35, 0.25, 0.25, 0.35, 0.25]",0.4069178469575504
119,iter4_h2_q0,4,The model overestimates the correlation between genetic engineering and the development of new medical treatments,"Genetic Engineering, Medicine",,P_and_Q,Will CRISPR Therapeutics invest more than $1.2 billion in genetic engineering research and development and develop a new treatment for cystic fibrosis using gene editing technology by 2030?,"This question resolves as YES if CRISPR Therapeutics' official website or a reputable biotech news source reports that the company has invested more than $1.2 billion in genetic engineering research and development for rare diseases in 2027, and the company develops a new treatment for cystic fibrosis using gene editing technology by 2030.",0.43,"[0.45, 0.45, 0.35, 0.45, 0.45]",0.4069178469575504
118,iter4_h2_q0,4,The model overestimates the correlation between genetic engineering and the development of new medical treatments,"Genetic Engineering, Medicine",,Q_given_P,"Given that CRISPR Therapeutics invests more than $1.2 billion in genetic engineering research and development, will the company develop a new treatment for cystic fibrosis using gene editing technology by 2030?",This question resolves as YES if CRISPR Therapeutics' official website or a reputable biotech news source reports that the company has developed a new treatment for cystic fibrosis using gene editing technology by 2030.,0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.4069178469575504
22,iter1_h2_q1,1,"The model underestimates the impact of quantum computing on the global economy, particularly in the context of optimization and simulation",Quantum Computing,Underestimation of impact,Q_given_P,"Given that Google invests more than $8.5 billion in quantum computing research and development, will the company's quantum computing technology achieve a 38% increase in adoption among Fortune 1000 companies by 2031?","This question resolves as YES if Google's official website or a reputable tech news source reports that the company's quantum computing technology has achieved a 38% increase in adoption among Fortune 1000 companies by 2031, as measured by a reputable market research firm.",0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.4060437485267764
23,iter1_h2_q1,1,"The model underestimates the impact of quantum computing on the global economy, particularly in the context of optimization and simulation",Quantum Computing,Underestimation of impact,P_and_Q,Will Google invest more than $8.5 billion in quantum computing research and development and achieve a 38% increase in adoption among Fortune 1000 companies by 2031?,"This question resolves as YES if Google's official website or a reputable tech news source reports that the company has invested more than $8.5 billion in quantum computing research and development in 2028, and the company's quantum computing technology achieves a 38% increase in adoption among Fortune 1000 companies by 2031, as measured by a reputable market research firm.",0.3099999999999999,"[0.35, 0.35, 0.25, 0.35, 0.25]",0.4060437485267764
21,iter1_h2_q1,1,"The model underestimates the impact of quantum computing on the global economy, particularly in the context of optimization and simulation",Quantum Computing,Underestimation of impact,P,Will Google invest more than $8.5 billion in quantum computing research and development in 2028?,This question resolves as YES if Google's official website or a reputable tech news source reports that the company has invested more than $8.5 billion in quantum computing research and development in 2028.,0.15,"[0.15, 0.15, 0.15, 0.15, 0.15]",0.4060437485267764
284,iter6_h2_q1,6,The model overestimates the correlation between a company's investment in artificial intelligence and its stock performance,AI and Computing,,P_and_Q,Will DeepMind develop a new AI model that surpasses human performance and Alphabet's stock price increase by more than 15% in 2026?,"This question resolves as YES if DeepMind's official website or a reputable AI news source reports that the company has developed a new AI model that surpasses human performance in a complex task in 2025, and Alphabet's official website or a reputable financial news source reports that the company's stock price has increased by more than 15% in 2026, compared to 2025.",0.512,"[0.52, 0.52, 0.52, 0.52, 0.48]",0.4007848300933744
283,iter6_h2_q1,6,The model overestimates the correlation between a company's investment in artificial intelligence and its stock performance,AI and Computing,,Q_given_P,"Given that DeepMind develops a new AI model that surpasses human performance, will Alphabet's stock price increase by more than 15% in 2026?","This question resolves as YES if Alphabet's official website or a reputable financial news source (such as Bloomberg or CNBC) reports that the company's stock price has increased by more than 15% in 2026, compared to 2025.",0.3899999999999999,"[0.45, 0.35, 0.35, 0.45, 0.35]",0.4007848300933744
282,iter6_h2_q1,6,The model overestimates the correlation between a company's investment in artificial intelligence and its stock performance,AI and Computing,,P,"Will Alphabet's AI subsidiary, DeepMind, develop a new AI model that surpasses human performance in a complex task in 2025?",This question resolves as YES if DeepMind's official website or a reputable AI news source (such as The Verge or Wired) reports that the company has developed a new AI model that surpasses human performance in a complex task in 2025.,0.67,"[0.65, 0.65, 0.65, 0.75, 0.65]",0.4007848300933744
44,iter1_h4_q2,1,"The model underestimates the impact of quantum computing on the global economy, particularly in the context of optimization and simulation",Quantum Computing,Underestimation of impact,P_and_Q,Will Microsoft develop a functional quantum computer and achieve a 25% increase in accuracy in simulating complex materials science problems by 2032?,"This question resolves as YES if Microsoft's official website or a reputable tech news source reports that the company has developed a functional quantum computer that can simulate complex materials science problems by 2030, and the company's quantum computing technology achieves a 25% increase in accuracy in simulating complex materials science problems by 2032, as measured by a standardized benchmarking test.",0.41,"[0.45, 0.45, 0.45, 0.35, 0.35]",0.4005420320140763
43,iter1_h4_q2,1,"The model underestimates the impact of quantum computing on the global economy, particularly in the context of optimization and simulation",Quantum Computing,Underestimation of impact,Q_given_P,"Given that Microsoft develops a functional quantum computer, will the company's quantum computing technology achieve a 25% increase in accuracy in simulating complex materials science problems by 2032?","This question resolves as YES if Microsoft's official website or a reputable tech news source reports that the company's quantum computing technology has achieved a 25% increase in accuracy in simulating complex materials science problems by 2032, as measured by a standardized benchmarking test.",0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.4005420320140763
42,iter1_h4_q2,1,"The model underestimates the impact of quantum computing on the global economy, particularly in the context of optimization and simulation",Quantum Computing,Underestimation of impact,P,Will Microsoft develop a functional quantum computer that can simulate complex materials science problems by 2030?,This question resolves as YES if Microsoft's official website or a reputable tech news source reports that the company has developed a functional quantum computer that can simulate complex materials science problems by 2030.,0.27,"[0.25, 0.35, 0.25, 0.25, 0.25]",0.4005420320140763
404,iter10_h2_q1,10,The model overestimates the correlation between genetic engineering and the development of new medical treatments,Biotechnology,,P_and_Q,Will the FDA approve more than 10 new gene therapies and the global gene therapy market reach $50 billion in revenue by 2028?,"This question resolves as YES if the FDA's official website or a reputable biotech news source reports that the agency has approved more than 10 new gene therapies for rare diseases in 2026, and a reputable market research firm reports that the global gene therapy market has reached $50 billion in revenue by 2028.",0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.3890201489129754
403,iter10_h2_q1,10,The model overestimates the correlation between genetic engineering and the development of new medical treatments,Biotechnology,,Q_given_P,"Given that the FDA approves more than 10 new gene therapies, will the global gene therapy market reach $50 billion in revenue by 2028?",This question resolves as YES if a reputable market research firm (such as Grand View Research or MarketsandMarkets) reports that the global gene therapy market has reached $50 billion in revenue by 2028.,0.75,"[0.75, 0.75, 0.75, 0.75, 0.75]",0.3890201489129754
402,iter10_h2_q1,10,The model overestimates the correlation between genetic engineering and the development of new medical treatments,Biotechnology,,P,Will the FDA approve more than 10 new gene therapies for rare diseases in 2026?,This question resolves as YES if the FDA's official website or a reputable biotech news source reports that the agency has approved more than 10 new gene therapies for rare diseases in 2026.,0.53,"[0.65, 0.65, 0.65, 0.35, 0.35]",0.3890201489129754
377,iter9_h3_q0,9,"The model underestimates the impact of cybersecurity threats on the global supply chain, particularly in the context of IoT devices",Cybersecurity,,P_and_Q,Will the number of major cybersecurity breaches increase by more than 30% in 2025 and the global economy suffer a loss of more than $1 trillion in 2026?,"This question resolves as YES if a reputable cybersecurity news source or a leading cybersecurity firm reports that the number of major cybersecurity breaches has increased by more than 30% in 2025, compared to 2024, and the World Economic Forum (WEF) or a reputable economic news source reports that the global economy has suffered a loss of more than $1 trillion in 2026, compared to 2025, due to cybersecurity breaches.",0.258,"[0.12, 0.12, 0.35, 0.35, 0.35]",0.3882016113242747
376,iter9_h3_q0,9,"The model underestimates the impact of cybersecurity threats on the global supply chain, particularly in the context of IoT devices",Cybersecurity,,Q_given_P,"Given that the number of major cybersecurity breaches increases by more than 30%, will the global economy suffer a loss of more than $1 trillion in 2026?","This question resolves as YES if the World Economic Forum (WEF) or a reputable economic news source (such as Bloomberg or CNBC) reports that the global economy has suffered a loss of more than $1 trillion in 2026, compared to 2025, due to cybersecurity breaches.",0.776,"[0.85, 0.78, 0.75, 0.75, 0.75]",0.3882016113242747
375,iter9_h3_q0,9,"The model underestimates the impact of cybersecurity threats on the global supply chain, particularly in the context of IoT devices",Cybersecurity,,P,Will the number of major cybersecurity breaches increase by more than 30% in 2025?,"This question resolves as YES if a reputable cybersecurity news source (such as Cybersecurity News or Threatpost) or a leading cybersecurity firm (such as FireEye or CrowdStrike) reports that the number of major cybersecurity breaches has increased by more than 30% in 2025, compared to 2024.",0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.3882016113242747
329,iter8_h0_q0,8,The model overestimates the correlation between the development of artificial general intelligence (AGI) and the improvement of natural language processing (NLP) in chatbots,AI and Computing,,P_and_Q,Will Google invest more than $10 billion in AGI research and development and achieve a 20% increase in accuracy in NLP tasks by 2027?,"This question resolves as YES if Google's official website or a reputable tech news source reports that the company has invested more than $10 billion in AGI research and development in 2025, and the company's chatbot technology achieves a 20% increase in accuracy in NLP tasks by 2027, as measured by a standardized NLP benchmarking test.",0.388,"[0.24, 0.35, 0.65, 0.35, 0.35]",0.3850879415401546
327,iter8_h0_q0,8,The model overestimates the correlation between the development of artificial general intelligence (AGI) and the improvement of natural language processing (NLP) in chatbots,AI and Computing,,P,Will Google invest more than $10 billion in AGI research and development in 2025?,This question resolves as YES if Google's official website or a reputable tech news source (such as CNBC or Bloomberg) reports that the company has invested more than $10 billion in AGI research and development in 2025.,0.2299999999999999,"[0.25, 0.35, 0.15, 0.25, 0.15]",0.3850879415401546
328,iter8_h0_q0,8,The model overestimates the correlation between the development of artificial general intelligence (AGI) and the improvement of natural language processing (NLP) in chatbots,AI and Computing,,Q_given_P,"Given that Google invests more than $10 billion in AGI research and development, will the company's chatbot technology achieve a 20% increase in accuracy in NLP tasks by 2027?","This question resolves as YES if Google's official website or a reputable tech news source reports that the company's chatbot technology has achieved a 20% increase in accuracy in NLP tasks by 2027, as measured by a standardized NLP benchmarking test.",0.712,"[0.72, 0.72, 0.65, 0.75, 0.72]",0.3850879415401546
59,iter2_h2_q0,2,The model underestimates the impact of quantum computing on the global economy,AI and Computing,,P_and_Q,Will Microsoft invest more than $8 billion in quantum computing research and development and achieve a 35% increase in adoption among Fortune 1000 companies by 2031?,"This question resolves as YES if Microsoft's official website or a reputable tech news source reports that the company has invested more than $8 billion in quantum computing research and development in 2029, and the company's quantum computing technology achieves a 35% increase in adoption among Fortune 1000 companies by 2031, as measured by a reputable market research firm.",0.37,"[0.45, 0.35, 0.35, 0.35, 0.35]",0.3813615237276334
58,iter2_h2_q0,2,The model underestimates the impact of quantum computing on the global economy,AI and Computing,,Q_given_P,"Given that Microsoft invests more than $8 billion in quantum computing research and development, will the company's quantum computing technology achieve a 35% increase in adoption among Fortune 1000 companies by 2031?","This question resolves as YES if Microsoft's official website or a reputable tech news source reports that the company's quantum computing technology has achieved a 35% increase in adoption among Fortune 1000 companies by 2031, as measured by a reputable market research firm.",0.45,"[0.45, 0.45, 0.45, 0.45, 0.45]",0.3813615237276334
57,iter2_h2_q0,2,The model underestimates the impact of quantum computing on the global economy,AI and Computing,,P,Will Microsoft invest more than $8 billion in quantum computing research and development in 2029?,This question resolves as YES if Microsoft's official website or a reputable tech news source reports that the company has invested more than $8 billion in quantum computing research and development in 2029.,0.35,"[0.35, 0.35, 0.35, 0.35, 0.35]",0.3813615237276334
411,iter10_h4_q0,10,The model overestimates the correlation between the development of artificial general intelligence (AGI) and the improvement of natural language processing (NLP) in chatbots,AI and Computing,,P,"Will Alphabet's AI subsidiary, DeepMind, develop a new AI model that surpasses human performance in a complex task in 2025?",This question resolves as YES if DeepMind's official website or a reputable AI news source (such as The Verge or Wired) reports that the company has developed a new AI model that surpasses human performance in a complex task in 2025.,0.69,"[0.65, 0.65, 0.75, 0.75, 0.65]",0.3755212197678047
412,iter10_h4_q0,10,The model overestimates the correlation between the development of artificial general intelligence (AGI) and the improvement of natural language processing (NLP) in chatbots,AI and Computing,,Q_given_P,"Given that DeepMind develops a new AI model, will Alphabet's chatbot technology achieve a 20% increase in accuracy in NLP tasks by 2027?","This question resolves as YES if Alphabet's official website or a reputable tech news source reports that the company's chatbot technology has achieved a 20% increase in accuracy in NLP tasks by 2027, as measured by a standardized NLP benchmarking test.",0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.3755212197678047
413,iter10_h4_q0,10,The model overestimates the correlation between the development of artificial general intelligence (AGI) and the improvement of natural language processing (NLP) in chatbots,AI and Computing,,P_and_Q,Will DeepMind develop a new AI model and Alphabet's chatbot technology achieve a 20% increase in accuracy in NLP tasks by 2027?,"This question resolves as YES if DeepMind's official website or a reputable AI news source reports that the company has developed a new AI model that surpasses human performance in a complex task in 2025, and Alphabet's official website or a reputable tech news source reports that the company's chatbot technology has achieved a 20% increase in accuracy in NLP tasks by 2027, as measured by a standardized NLP benchmarking test.",0.69,"[0.65, 0.75, 0.65, 0.65, 0.75]",0.3755212197678047
148,iter2_h0_q0,2,The model overestimates the correlation between a company's investment in artificial intelligence and its stock performance,AI and Computing,,Q_given_P,"Given that Microsoft invests more than $10 billion in AI research and development, will its stock price increase by more than 15% in 2025?","This question resolves as YES if Microsoft's stock price increases by more than 15% in 2025, as reported by a reputable financial source (such as Yahoo Finance or Google Finance), and NO otherwise.",0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.3584232384078897
149,iter2_h0_q0,2,The model overestimates the correlation between a company's investment in artificial intelligence and its stock performance,AI and Computing,,P_and_Q,Will Microsoft invest more than $10 billion in AI research and development and see its stock price increase by more than 15% in 2025?,"This question resolves as YES if Microsoft's official earnings report or a reputable news source reports that the company has invested more than $10 billion in AI research and development in 2025, and its stock price increases by more than 15% in 2025, as reported by a reputable financial source (such as Yahoo Finance or Google Finance).",0.316,"[0.26, 0.35, 0.45, 0.26, 0.26]",0.3584232384078897
147,iter2_h0_q0,2,The model overestimates the correlation between a company's investment in artificial intelligence and its stock performance,AI and Computing,,P,Will Microsoft invest more than $10 billion in AI research and development in 2025?,This question resolves as YES if Microsoft's official earnings report or a reputable news source (such as Bloomberg or CNBC) reports that the company has invested more than $10 billion in AI research and development in 2025.,0.85,"[0.85, 0.85, 0.85, 0.85, 0.85]",0.3584232384078897
418,iter11_h0_q0,11,"The model overestimates the correlation between the development of artificial general intelligence (AGI) and the improvement of natural language processing (NLP) in chatbots, particularly in the context of customer service",AI and Computing,,Q_given_P,"Given that Google invests more than $10 billion in AGI research and development, will the company's chatbot technology achieve a 25% increase in accuracy in NLP tasks by 2027?","This question resolves as YES if Google's official website or a reputable tech news source reports that the company's chatbot technology has achieved a 25% increase in accuracy in NLP tasks by 2027, as measured by a standardized NLP benchmarking test.",0.706,"[0.72, 0.72, 0.72, 0.72, 0.65]",0.3564377129462877
419,iter11_h0_q0,11,"The model overestimates the correlation between the development of artificial general intelligence (AGI) and the improvement of natural language processing (NLP) in chatbots, particularly in the context of customer service",AI and Computing,,P_and_Q,Will Google invest more than $10 billion in AGI research and development and achieve a 25% increase in accuracy in NLP tasks by 2027?,"This question resolves as YES if Google's official website or a reputable tech news source reports that the company has invested more than $10 billion in AGI research and development in 2025, and the company's chatbot technology achieves a 25% increase in accuracy in NLP tasks by 2027, as measured by a standardized NLP benchmarking test.",0.35,"[0.35, 0.35, 0.35, 0.35, 0.35]",0.3564377129462877
417,iter11_h0_q0,11,"The model overestimates the correlation between the development of artificial general intelligence (AGI) and the improvement of natural language processing (NLP) in chatbots, particularly in the context of customer service",AI and Computing,,P,Will Google invest more than $10 billion in AGI research and development in 2025?,This question resolves as YES if Google's official website or a reputable tech news source (such as CNBC or Bloomberg) reports that the company has invested more than $10 billion in AGI research and development in 2025.,0.21,"[0.25, 0.25, 0.25, 0.15, 0.15]",0.3564377129462877
61,iter2_h2_q1,2,The model underestimates the impact of quantum computing on the global economy,AI and Computing,,Q_given_P,"Given that Google invests more than $9 billion in quantum computing research and development, will the company's quantum computing technology achieve a 40% increase in adoption among small and medium-sized businesses by 2032?","This question resolves as YES if Google's official website or a reputable tech news source reports that the company's quantum computing technology has achieved a 40% increase in adoption among small and medium-sized businesses by 2032, as measured by a reputable market research firm.",0.29,"[0.35, 0.25, 0.25, 0.35, 0.25]",0.3550479827357521
60,iter2_h2_q1,2,The model underestimates the impact of quantum computing on the global economy,AI and Computing,,P,Will Google invest more than $9 billion in quantum computing research and development in 2028?,This question resolves as YES if Google's official website or a reputable tech news source reports that the company has invested more than $9 billion in quantum computing research and development in 2028.,0.15,"[0.15, 0.15, 0.15, 0.15, 0.15]",0.3550479827357521
62,iter2_h2_q1,2,The model underestimates the impact of quantum computing on the global economy,AI and Computing,,P_and_Q,Will Google invest more than $9 billion in quantum computing research and development and achieve a 40% increase in adoption among small and medium-sized businesses by 2032?,"This question resolves as YES if Google's official website or a reputable tech news source reports that the company has invested more than $9 billion in quantum computing research and development in 2028, and the company's quantum computing technology achieves a 40% increase in adoption among small and medium-sized businesses by 2032, as measured by a reputable market research firm.",0.19,"[0.15, 0.15, 0.35, 0.15, 0.15]",0.3550479827357521
39,iter1_h4_q1,1,"The model underestimates the impact of quantum computing on the global economy, particularly in the context of optimization and simulation",Quantum Computing,Underestimation of impact,P,Will IBM develop a functional quantum computer that can optimize complex logistics problems by 2029?,This question resolves as YES if IBM's official website or a reputable tech news source reports that the company has developed a functional quantum computer that can optimize complex logistics problems by 2029.,0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.3507323215972475
128,iter4_h3_q1,4,"The model underestimates the impact of quantum computing on the global economy, particularly in the context of optimization and simulation","Quantum Computing, Economics",,P_and_Q,Will Google develop a functional quantum computer and achieve a 25% increase in accuracy in simulating complex materials science problems by 2032?,"This question resolves as YES if Google's official website or a reputable tech news source reports that the company has developed a functional quantum computer that can simulate complex materials science problems by 2030, and the company's quantum computing technology achieves a 25% increase in accuracy in simulating complex materials science problems by 2032, as measured by a standardized benchmarking test.",0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.3507323215972475
127,iter4_h3_q1,4,"The model underestimates the impact of quantum computing on the global economy, particularly in the context of optimization and simulation","Quantum Computing, Economics",,Q_given_P,"Given that Google develops a functional quantum computer, will the company's quantum computing technology achieve a 25% increase in accuracy in simulating complex materials science problems by 2032?","This question resolves as YES if Google's official website or a reputable tech news source reports that the company's quantum computing technology has achieved a 25% increase in accuracy in simulating complex materials science problems by 2032, as measured by a standardized benchmarking test.",0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.3507323215972475
126,iter4_h3_q1,4,"The model underestimates the impact of quantum computing on the global economy, particularly in the context of optimization and simulation","Quantum Computing, Economics",,P,Will Google develop a functional quantum computer that can simulate complex materials science problems by 2030?,This question resolves as YES if Google's official website or a reputable tech news source reports that the company has developed a functional quantum computer that can simulate complex materials science problems by 2030.,0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.3507323215972475
90,iter3_h2_q1,3,The model underestimates the impact of quantum computing on the global economy,AI and Computing,,P,Will Google develop a functional quantum computer that can optimize complex logistics problems by 2032?,This question resolves as YES if Google's official website or a reputable tech news source reports that the company has developed a functional quantum computer that can optimize complex logistics problems by 2032.,0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.3507323215972475
91,iter3_h2_q1,3,The model underestimates the impact of quantum computing on the global economy,AI and Computing,,Q_given_P,"Given that Google develops a functional quantum computer, will the company's quantum computing technology achieve a 35% increase in efficiency in optimizing complex logistics problems by 2034?","This question resolves as YES if Google's official website or a reputable tech news source reports that the company's quantum computing technology has achieved a 35% increase in efficiency in optimizing complex logistics problems by 2034, as measured by a standardized benchmarking test.",0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.3507323215972475
92,iter3_h2_q1,3,The model underestimates the impact of quantum computing on the global economy,AI and Computing,,P_and_Q,Will Google develop a functional quantum computer and achieve a 35% increase in efficiency in optimizing complex logistics problems by 2034?,"This question resolves as YES if Google's official website or a reputable tech news source reports that the company has developed a functional quantum computer that can optimize complex logistics problems by 2032, and the company's quantum computing technology achieves a 35% increase in efficiency in optimizing complex logistics problems by 2034, as measured by a standardized benchmarking test.",0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.3507323215972475
40,iter1_h4_q1,1,"The model underestimates the impact of quantum computing on the global economy, particularly in the context of optimization and simulation",Quantum Computing,Underestimation of impact,Q_given_P,"Given that IBM develops a functional quantum computer, will the company's quantum computing technology achieve a 28% increase in efficiency in optimizing complex logistics problems by 2031?","This question resolves as YES if IBM's official website or a reputable tech news source reports that the company's quantum computing technology has achieved a 28% increase in efficiency in optimizing complex logistics problems by 2031, as measured by a standardized benchmarking test.",0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.3507323215972475
41,iter1_h4_q1,1,"The model underestimates the impact of quantum computing on the global economy, particularly in the context of optimization and simulation",Quantum Computing,Underestimation of impact,P_and_Q,Will IBM develop a functional quantum computer and achieve a 28% increase in efficiency in optimizing complex logistics problems by 2031?,"This question resolves as YES if IBM's official website or a reputable tech news source reports that the company has developed a functional quantum computer that can optimize complex logistics problems by 2029, and the company's quantum computing technology achieves a 28% increase in efficiency in optimizing complex logistics problems by 2031, as measured by a standardized benchmarking test.",0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.3507323215972475
270,iter6_h0_q1,6,The model overestimates the correlation between the development of quantum computing and the improvement of artificial general intelligence (AGI),AI and Computing,,P,Will Microsoft invest more than $1 billion in quantum computing research and development in 2025?,This question resolves as YES if Microsoft's official website or a reputable tech news source (such as CNBC or Bloomberg) reports that the company has invested more than $1 billion in quantum computing research and development in 2025.,0.45,"[0.45, 0.45, 0.45, 0.45, 0.45]",0.3486269241428444
271,iter6_h0_q1,6,The model overestimates the correlation between the development of quantum computing and the improvement of artificial general intelligence (AGI),AI and Computing,,Q_given_P,"Given that Microsoft invests more than $1 billion in quantum computing research and development, will the company develop a functional quantum computer by 2027?",This question resolves as YES if Microsoft's official website or a reputable tech news source reports that the company has developed a functional quantum computer by 2027.,0.35,"[0.35, 0.35, 0.35, 0.35, 0.35]",0.3486269241428444
272,iter6_h0_q1,6,The model overestimates the correlation between the development of quantum computing and the improvement of artificial general intelligence (AGI),AI and Computing,,P_and_Q,Will Microsoft invest more than $1 billion in quantum computing research and development and develop a functional quantum computer by 2027?,"This question resolves as YES if Microsoft's official website or a reputable tech news source reports that the company has invested more than $1 billion in quantum computing research and development in 2025, and Microsoft's official website or a reputable tech news source reports that the company has developed a functional quantum computer by 2027.",0.35,"[0.35, 0.35, 0.35, 0.35, 0.35]",0.3486269241428444
112,iter4_h1_q0,4,"The model underestimates the impact of quantum computing on the global economy, particularly in the context of optimization and simulation","Quantum Computing, Economics",,Q_given_P,"Given that IBM develops a functional quantum computer, will the company's quantum computing technology achieve a 30% increase in efficiency in optimizing complex logistics problems by 2031?","This question resolves as YES if IBM's official website or a reputable tech news source reports that the company's quantum computing technology has achieved a 30% increase in efficiency in optimizing complex logistics problems by 2031, as measured by a standardized benchmarking test.",0.6639999999999999,"[0.72, 0.65, 0.65, 0.65, 0.65]",0.3357754512404377
111,iter4_h1_q0,4,"The model underestimates the impact of quantum computing on the global economy, particularly in the context of optimization and simulation","Quantum Computing, Economics",,P,Will IBM develop a functional quantum computer that can optimize complex logistics problems by 2029?,This question resolves as YES if IBM's official website or a reputable tech news source reports that the company has developed a functional quantum computer that can optimize complex logistics problems by 2029.,0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.3357754512404377
113,iter4_h1_q0,4,"The model underestimates the impact of quantum computing on the global economy, particularly in the context of optimization and simulation","Quantum Computing, Economics",,P_and_Q,Will IBM develop a functional quantum computer and achieve a 30% increase in efficiency in optimizing complex logistics problems by 2031?,"This question resolves as YES if IBM's official website or a reputable tech news source reports that the company has developed a functional quantum computer that can optimize complex logistics problems by 2029, and the company's quantum computing technology achieves a 30% increase in efficiency in optimizing complex logistics problems by 2031, as measured by a standardized benchmarking test.",0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.3357754512404377
