,question_triple_id,iteration,hypothesis,topic,reasoning_flaw,question_type,question_title,question_body,avg_forecast,individual_forecasts,consistency_score
222,iter7_h3_q0,7,The model overgeneralizes the impact of social media on mental health without considering the effects of individual differences and online behaviors,Social Media and Mental Health,,P,Will the number of social media users who take regular breaks from social media increase by at least 20% by 2029?,"This question resolves as YES if the number of social media users who take regular breaks from social media increases by at least 20% by December 31, 2029, compared to the 2028 levels, as reported by the Pew Research Center or other credible sources.",0.6100000000000001,"[0.65, 0.55, 0.65, 0.55, 0.65]",0.3847712282119794
223,iter7_h3_q0,7,The model overgeneralizes the impact of social media on mental health without considering the effects of individual differences and online behaviors,Social Media and Mental Health,,Q_given_P,"Given that the number of social media users who take regular breaks from social media increases by at least 20% by 2029, will the number of social media users reporting improved mental health increase by at least 15% by 2031?","This question resolves as YES if the increase in social media users taking regular breaks leads to an increase in social media users reporting improved mental health by at least 15% by December 31, 2031, compared to the 2029 levels, as reported by the World Health Organization or other credible sources.",0.472,"[0.55, 0.55, 0.42, 0.42, 0.42]",0.3847712282119794
116,iter4_h0_q0,4,The model assumes a strong correlation between the development of quantum computing and the advancement of Artificial General Intelligence (AGI) without considering the impact of regulatory frameworks and ethical concerns on their joint development,AI and Computing,,P_and_Q,Will both IBM announce a major breakthrough in quantum computing by 2028 and Microsoft integrate quantum computing into its AGI research by 2030?,"This question resolves as YES if both conditions are met, as reported by IBM's official blog and Microsoft's official blog. Resolution date: December 31, 2030. Resolution source: IBM's official blog and Microsoft's official blog.",0.538,"[0.42, 0.55, 0.42, 0.65, 0.65]",0.3814295488254607
115,iter4_h0_q0,4,The model assumes a strong correlation between the development of quantum computing and the advancement of Artificial General Intelligence (AGI) without considering the impact of regulatory frameworks and ethical concerns on their joint development,AI and Computing,,Q_given_P,"Given that IBM announces a major breakthrough in quantum computing, will Microsoft integrate quantum computing into its AGI research by 2030?","This question resolves as YES if Microsoft officially announces the integration of quantum computing into its AGI research by December 31, 2030, as reported by Microsoft's official blog or reputable tech outlets like CNET.",0.5900000000000001,"[0.65, 0.65, 0.65, 0.35, 0.65]",0.3814295488254607
114,iter4_h0_q0,4,The model assumes a strong correlation between the development of quantum computing and the advancement of Artificial General Intelligence (AGI) without considering the impact of regulatory frameworks and ethical concerns on their joint development,AI and Computing,,P,Will IBM announce a major breakthrough in quantum computing by 2028?,"This question resolves as YES if IBM officially announces a major breakthrough in quantum computing by December 31, 2028, as reported by IBM's official blog or reputable tech outlets like The Verge.",0.5040000000000001,"[0.65, 0.55, 0.35, 0.55, 0.42]",0.3814295488254607
475,iter6_h0_q0,6,The model assumes a strong correlation between the development of quantum computing and the advancement of Artificial General Intelligence (AGI) without considering the impact of regulatory frameworks and ethical concerns on their joint development,AI and Computing,,Q_given_P,"Given that Google announces a major breakthrough in quantum computing, will Microsoft integrate quantum computing into its AGI research by 2028?","This question resolves as YES if Microsoft officially announces the integration of quantum computing into its AGI research by December 31, 2028, as reported by Microsoft's official blog or reputable tech outlets like TechCrunch. Resolution source: Microsoft's official blog or TechCrunch.",0.512,"[0.42, 0.42, 0.42, 0.65, 0.65]",0.3755191754937827
476,iter6_h0_q0,6,The model assumes a strong correlation between the development of quantum computing and the advancement of Artificial General Intelligence (AGI) without considering the impact of regulatory frameworks and ethical concerns on their joint development,AI and Computing,,P_and_Q,Will both Google announce a major breakthrough in quantum computing by 2027 and Microsoft integrate quantum computing into its AGI research by 2028?,"This question resolves as YES if both conditions are met, as reported by Google's official blog and Microsoft's official blog. Resolution date: December 31, 2028. Resolution source: Google's official blog and Microsoft's official blog.",0.4619999999999999,"[0.48, 0.35, 0.28, 0.65, 0.55]",0.3755191754937827
474,iter6_h0_q0,6,The model assumes a strong correlation between the development of quantum computing and the advancement of Artificial General Intelligence (AGI) without considering the impact of regulatory frameworks and ethical concerns on their joint development,AI and Computing,,P,Will Google announce a major breakthrough in quantum computing by 2027?,"This question resolves as YES if Google officially announces a major breakthrough in quantum computing by December 31, 2027, as reported by Google's official blog or reputable tech outlets like The Verge. Resolution source: Google's official blog or The Verge.",0.458,"[0.55, 0.55, 0.42, 0.35, 0.42]",0.3755191754937827
33,iter1_h3_q2,1,The model assumes a strong correlation between the development of quantum computing and the advancement of Artificial General Intelligence (AGI) without considering the impact of regulatory frameworks and ethical concerns on their joint development,AI and Computing,Overestimation of quantum computing impact,P,Will Facebook announce a major breakthrough in quantum computing by 2030?,"This question resolves as YES if Facebook officially announces a major breakthrough in quantum computing by December 31, 2030, as reported by Facebook's official blog or reputable tech outlets like TechCrunch.",0.258,"[0.22, 0.25, 0.25, 0.22, 0.35]",0.3727540485464456
35,iter1_h3_q2,1,The model assumes a strong correlation between the development of quantum computing and the advancement of Artificial General Intelligence (AGI) without considering the impact of regulatory frameworks and ethical concerns on their joint development,AI and Computing,Overestimation of quantum computing impact,P_and_Q,Will both Facebook announce a major breakthrough in quantum computing by 2030 and NVIDIA integrate quantum computing into its AGI research by 2032?,"This question resolves as YES if both conditions are met, as reported by Facebook's official blog and NVIDIA's official website. Resolution date: December 31, 2032. Resolution source: Facebook's official blog and NVIDIA's official website.",0.2720000000000001,"[0.65, 0.35, 0.12, 0.12, 0.12]",0.3727540485464456
34,iter1_h3_q2,1,The model assumes a strong correlation between the development of quantum computing and the advancement of Artificial General Intelligence (AGI) without considering the impact of regulatory frameworks and ethical concerns on their joint development,AI and Computing,Overestimation of quantum computing impact,Q_given_P,"Given that Facebook announces a major breakthrough in quantum computing, will NVIDIA integrate quantum computing into its AGI research by 2032?","This question resolves as YES if NVIDIA officially announces the integration of quantum computing into its AGI research by December 31, 2032, as reported by NVIDIA's official website or reputable tech outlets like CNET.",0.35,"[0.35, 0.35, 0.35, 0.35, 0.35]",0.3727540485464456
588,iter9_h4_q0,9,The model assumes a strong correlation between the adoption of renewable energy sources and the reduction of greenhouse gas emissions without considering the impact of energy storage and grid infrastructure on the efficacy of renewable energy sources,Energy and Environment,,P,Will the global average temperature increase by more than 1.5°C above pre-industrial levels by 2025?,"This question resolves as YES if the global average temperature increases by more than 1.5°C above pre-industrial levels by December 31, 2025, as reported by the Intergovernmental Panel on Climate Change or reputable scientific outlets like Nature. Resolution source: IPCC reports or Nature.",0.474,"[0.23, 0.42, 0.65, 0.42, 0.65]",0.3692031635791561
589,iter9_h4_q0,9,The model assumes a strong correlation between the adoption of renewable energy sources and the reduction of greenhouse gas emissions without considering the impact of energy storage and grid infrastructure on the efficacy of renewable energy sources,Energy and Environment,,Q_given_P,"Given that the global average temperature increases by more than 1.5°C above pre-industrial levels, will the Arctic ice cap melt by more than 20% by 2026?","This question resolves as YES if the Arctic ice cap melts by more than 20% by December 31, 2026, as reported by the National Snow and Ice Data Center or reputable scientific outlets like Science. Resolution source: NSIDC reports or Science.",0.826,"[0.85, 0.85, 0.85, 0.73, 0.85]",0.3692031635791561
590,iter9_h4_q0,9,The model assumes a strong correlation between the adoption of renewable energy sources and the reduction of greenhouse gas emissions without considering the impact of energy storage and grid infrastructure on the efficacy of renewable energy sources,Energy and Environment,,P_and_Q,Will both the global average temperature increase by more than 1.5°C above pre-industrial levels by 2025 and the Arctic ice cap melt by more than 20% by 2026?,"This question resolves as YES if both conditions are met, as reported by the IPCC and the NSIDC. Resolution date: December 31, 2026. Resolution source: IPCC reports and NSIDC reports.",0.174,"[0.23, 0.15, 0.15, 0.12, 0.22]",0.3692031635791561
675,iter12_h4_q1,12,"The model assumes a strong correlation between the adoption of renewable energy sources and the reduction of greenhouse gas emissions, without considering the impact of energy storage and grid infrastructure",Energy and Environment,,P,Will the use of renewable energy sources increase by more than 20% globally by 2030?,"This question resolves as YES if the use of renewable energy sources increases by more than 20% globally by December 31, 2030, as reported by the International Energy Agency or reputable energy outlets like BloombergNEF. Resolution source: International Energy Agency or BloombergNEF.",0.77,"[0.75, 0.85, 0.75, 0.65, 0.85]",0.3680482033172692
677,iter12_h4_q1,12,"The model assumes a strong correlation between the adoption of renewable energy sources and the reduction of greenhouse gas emissions, without considering the impact of energy storage and grid infrastructure",Energy and Environment,,P_and_Q,Will both the use of renewable energy sources increase by more than 20% globally by 2030 and the global greenhouse gas emissions decrease by more than 10% by 2031?,"This question resolves as YES if both conditions are met, as reported by the International Energy Agency and the UNFCCC. Resolution date: December 31, 2031. Resolution source: International Energy Agency and UNFCCC.",0.266,"[0.23, 0.25, 0.35, 0.25, 0.25]",0.3680482033172692
676,iter12_h4_q1,12,"The model assumes a strong correlation between the adoption of renewable energy sources and the reduction of greenhouse gas emissions, without considering the impact of energy storage and grid infrastructure",Energy and Environment,,Q_given_P,"Given that the use of renewable energy sources increases by more than 20% globally, will the global greenhouse gas emissions decrease by more than 10% by 2031?","This question resolves as YES if the global greenhouse gas emissions decrease by more than 10% by December 31, 2031, as reported by the United Nations Framework Convention on Climate Change or reputable environmental outlets like The Guardian. Resolution source: UNFCCC or The Guardian.",0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.3680482033172692
120,iter4_h1_q0,4,The model overgeneralizes the impact of genetic engineering on human health without considering the effects of individual genetic variations and environmental factors,Biotechnology,,P,Will the use of genetic engineering in agriculture lead to significant increases in crop yields by 2032?,"This question resolves as YES if the use of genetic engineering in agriculture leads to significant increases in crop yields by December 31, 2032, as reported by the US Department of Agriculture or reputable agricultural outlets like AgWeb.",0.77,"[0.85, 0.85, 0.65, 0.75, 0.75]",0.3565001188248209
121,iter4_h1_q0,4,The model overgeneralizes the impact of genetic engineering on human health without considering the effects of individual genetic variations and environmental factors,Biotechnology,,Q_given_P,"Given that genetic engineering in agriculture leads to significant increases in crop yields, will the increased yields lead to decreased food prices by 2034?","This question resolves as YES if the increased crop yields resulting from genetic engineering lead to decreased food prices by December 31, 2034, as reported by the Bureau of Labor Statistics or reputable news outlets like CNN.",0.4059999999999999,"[0.42, 0.42, 0.42, 0.42, 0.35]",0.3565001188248209
122,iter4_h1_q0,4,The model overgeneralizes the impact of genetic engineering on human health without considering the effects of individual genetic variations and environmental factors,Biotechnology,,P_and_Q,Will both genetic engineering in agriculture lead to significant increases in crop yields by 2032 and the increased yields lead to decreased food prices by 2034?,"This question resolves as YES if both conditions are met, as reported by the US Department of Agriculture and the Bureau of Labor Statistics. Resolution date: December 31, 2034. Resolution source: US Department of Agriculture and Bureau of Labor Statistics.",0.5439999999999999,"[0.35, 0.65, 0.65, 0.42, 0.65]",0.3565001188248209
291,iter9_h4_q1,9,The model assumes a strong correlation between the development of autonomous vehicles and the reduction of traffic accidents without considering the impact of human factors and infrastructure,Autonomous Vehicles,,P,Will the development of advanced driver-assistance systems (ADAS) lead to a significant reduction in traffic accidents by 2035?,"This question resolves as YES if the development of ADAS leads to a significant reduction in traffic accidents by December 31, 2035, as reported by the National Highway Traffic Safety Administration or reputable automotive outlets like the Society of Automotive Engineers.",0.8300000000000001,"[0.75, 0.85, 0.85, 0.85, 0.85]",0.3542096564304163
293,iter9_h4_q1,9,The model assumes a strong correlation between the development of autonomous vehicles and the reduction of traffic accidents without considering the impact of human factors and infrastructure,Autonomous Vehicles,,P_and_Q,Will both ADAS lead to a significant reduction in traffic accidents by 2035 and the number of fatalities on the road decrease by at least 15% by 2040?,"This question resolves as YES if both conditions are met, as reported by the National Highway Traffic Safety Administration and reputable automotive outlets like the Society of Automotive Engineers. Resolution date: December 31, 2040. Resolution source: National Highway Traffic Safety Administration and Society of Automotive Engineers.",0.75,"[0.75, 0.75, 0.65, 0.75, 0.85]",0.3542096564304163
292,iter9_h4_q1,9,The model assumes a strong correlation between the development of autonomous vehicles and the reduction of traffic accidents without considering the impact of human factors and infrastructure,Autonomous Vehicles,,Q_given_P,"Given that ADAS leads to a significant reduction in traffic accidents, will the number of fatalities on the road decrease by at least 15% by 2040?","This question resolves as YES if the reduction in traffic accidents resulting from ADAS leads to a decrease in fatalities on the road by at least 15% by December 31, 2040, compared to the 2035 levels, as reported by the National Highway Traffic Safety Administration or reputable automotive outlets like the National Safety Council.",0.6319999999999999,"[0.62, 0.62, 0.62, 0.65, 0.65]",0.3542096564304163
242,iter8_h1_q0,8,The model overgeneralizes the impact of genetic engineering on human health without considering the effects of individual genetic variations and environmental factors,Biotechnology,,P_and_Q,Will both genetic engineering in agriculture lead to significant increases in crop yields by 2032 and the increased yields lead to decreased food prices by 2034?,"This question resolves as YES if both conditions are met, as reported by the US Department of Agriculture and the Bureau of Labor Statistics. Resolution date: December 31, 2034. Resolution source: US Department of Agriculture and Bureau of Labor Statistics.",0.544,"[0.65, 0.65, 0.65, 0.42, 0.35]",0.3537068693117595
240,iter8_h1_q0,8,The model overgeneralizes the impact of genetic engineering on human health without considering the effects of individual genetic variations and environmental factors,Biotechnology,,P,Will the use of genetic engineering in agriculture lead to significant increases in crop yields by 2032?,"This question resolves as YES if the use of genetic engineering in agriculture leads to significant increases in crop yields by December 31, 2032, as reported by the US Department of Agriculture or reputable agricultural outlets like AgWeb.",0.75,"[0.75, 0.65, 0.85, 0.75, 0.75]",0.3537068693117595
241,iter8_h1_q0,8,The model overgeneralizes the impact of genetic engineering on human health without considering the effects of individual genetic variations and environmental factors,Biotechnology,,Q_given_P,"Given that genetic engineering in agriculture leads to significant increases in crop yields, will the increased yields lead to decreased food prices by 2034?","This question resolves as YES if the increased crop yields resulting from genetic engineering lead to decreased food prices by December 31, 2034, as reported by the Bureau of Labor Statistics or reputable news outlets like CNN.",0.42,"[0.42, 0.42, 0.42, 0.42, 0.42]",0.3537068693117595
212,iter7_h1_q0,7,The model overgeneralizes the impact of genetic engineering on human health without considering the effects of individual genetic variations and environmental factors,Biotechnology,,P_and_Q,Will both genetic engineering in agriculture lead to significant increases in crop yields by 2032 and the increased yields lead to decreased food prices by 2034?,"This question resolves as YES if both conditions are met, as reported by the US Department of Agriculture and the Bureau of Labor Statistics. Resolution date: December 31, 2034. Resolution source: US Department of Agriculture and Bureau of Labor Statistics.",0.53,"[0.65, 0.35, 0.35, 0.65, 0.65]",0.3526369407151551
211,iter7_h1_q0,7,The model overgeneralizes the impact of genetic engineering on human health without considering the effects of individual genetic variations and environmental factors,Biotechnology,,Q_given_P,"Given that genetic engineering in agriculture leads to significant increases in crop yields, will the increased yields lead to decreased food prices by 2034?","This question resolves as YES if the increased crop yields resulting from genetic engineering lead to decreased food prices by December 31, 2034, as reported by the Bureau of Labor Statistics or reputable news outlets like CNN.",0.392,"[0.35, 0.42, 0.42, 0.35, 0.42]",0.3526369407151551
210,iter7_h1_q0,7,The model overgeneralizes the impact of genetic engineering on human health without considering the effects of individual genetic variations and environmental factors,Biotechnology,,P,Will the use of genetic engineering in agriculture lead to significant increases in crop yields by 2032?,"This question resolves as YES if the use of genetic engineering in agriculture leads to significant increases in crop yields by December 31, 2032, as reported by the US Department of Agriculture or reputable agricultural outlets like AgWeb.",0.77,"[0.75, 0.75, 0.75, 0.85, 0.75]",0.3526369407151551
480,iter6_h1_q0,6,The model overgeneralizes the impact of genetic engineering on human health without considering the effects of individual genetic variations and environmental factors,Biotechnology,,P,Will the use of genetic engineering in agriculture lead to significant increases in crop yields by 2029?,"This question resolves as YES if the use of genetic engineering in agriculture leads to significant increases in crop yields, as reported by the US Department of Agriculture or reputable agricultural outlets like AgWeb. Resolution date: December 31, 2029. Resolution source: US Department of Agriculture or AgWeb.",0.7699999999999999,"[0.85, 0.85, 0.85, 0.65, 0.65]",0.3525334908647496
481,iter6_h1_q0,6,The model overgeneralizes the impact of genetic engineering on human health without considering the effects of individual genetic variations and environmental factors,Biotechnology,,Q_given_P,"Given that genetic engineering in agriculture leads to significant increases in crop yields, will the increased yields lead to decreased food prices by 2030?","This question resolves as YES if the increased crop yields resulting from genetic engineering lead to decreased food prices, as reported by the Bureau of Labor Statistics or reputable news outlets like CNBC. Resolution date: December 31, 2030. Resolution source: Bureau of Labor Statistics or CNBC.",0.492,"[0.65, 0.42, 0.42, 0.42, 0.55]",0.3525334908647496
482,iter6_h1_q0,6,The model overgeneralizes the impact of genetic engineering on human health without considering the effects of individual genetic variations and environmental factors,Biotechnology,,P_and_Q,Will both genetic engineering in agriculture lead to significant increases in crop yields by 2029 and the increased yields lead to decreased food prices by 2030?,"This question resolves as YES if both conditions are met, as reported by the US Department of Agriculture and the Bureau of Labor Statistics. Resolution date: December 31, 2030. Resolution source: US Department of Agriculture and Bureau of Labor Statistics.",0.6100000000000001,"[0.65, 0.55, 0.65, 0.55, 0.65]",0.3525334908647496
671,iter12_h3_q1,12,The model overgeneralizes trends in the technology sector without considering specific company characteristics,Technology,,P_and_Q,Will both Amazon's cloud computing market share increase by more than 15% by 2029 and Microsoft's cloud computing market share decrease by more than 10% by 2030?,"This question resolves as YES if both conditions are met, as reported by Canalys. Resolution date: December 31, 2030. Resolution source: Canalys.",0.106,"[0.12, 0.12, 0.05, 0.12, 0.12]",0.3463044617045787
670,iter12_h3_q1,12,The model overgeneralizes trends in the technology sector without considering specific company characteristics,Technology,,Q_given_P,"Given that Amazon's cloud computing market share increases by more than 15%, will Microsoft's cloud computing market share decrease by more than 10% by 2030?","This question resolves as YES if Microsoft's cloud computing market share decreases by more than 10% by December 31, 2030, as reported by Canalys or reputable tech outlets like TechCrunch. Resolution source: Canalys or TechCrunch.",0.424,"[0.45, 0.35, 0.55, 0.42, 0.35]",0.3463044617045787
669,iter12_h3_q1,12,The model overgeneralizes trends in the technology sector without considering specific company characteristics,Technology,,P,Will Amazon's cloud computing market share increase by more than 15% by 2029?,"This question resolves as YES if Amazon's cloud computing market share increases by more than 15% by December 31, 2029, as reported by Canalys or reputable tech outlets like ZDNet. Resolution source: Canalys or ZDNet.",0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.3463044617045787
457,iter5_h2_q0,5,The model assumes a strong correlation between the adoption of renewable energy sources and the reduction of greenhouse gas emissions without considering the impact of energy storage and grid infrastructure on the efficacy of renewable energy sources,Energy and Environment,,Q_given_P,"Given that the global average temperature increases by more than 1.5°C above pre-industrial levels, will the Arctic ice cap melt by more than 20% by 2026?","This question resolves as YES if the Arctic ice cap melts by more than 20% by December 31, 2026, as reported by the National Snow and Ice Data Center or reputable scientific outlets like Science. Resolution source: NSIDC reports or Science.",0.69,"[0.65, 0.85, 0.65, 0.65, 0.65]",0.3454064049991767
456,iter5_h2_q0,5,The model assumes a strong correlation between the adoption of renewable energy sources and the reduction of greenhouse gas emissions without considering the impact of energy storage and grid infrastructure on the efficacy of renewable energy sources,Energy and Environment,,P,Will the global average temperature increase by more than 1.5°C above pre-industrial levels by 2025?,"This question resolves as YES if the global average temperature increases by more than 1.5°C above pre-industrial levels by December 31, 2025, as reported by the Intergovernmental Panel on Climate Change or reputable scientific outlets like Nature. Resolution source: IPCC reports or Nature.",0.212,"[0.23, 0.15, 0.22, 0.23, 0.23]",0.3454064049991767
458,iter5_h2_q0,5,The model assumes a strong correlation between the adoption of renewable energy sources and the reduction of greenhouse gas emissions without considering the impact of energy storage and grid infrastructure on the efficacy of renewable energy sources,Energy and Environment,,P_and_Q,Will both the global average temperature increase by more than 1.5°C above pre-industrial levels by 2025 and the Arctic ice cap melt by more than 20% by 2026?,"This question resolves as YES if both conditions are met, as reported by the IPCC and the NSIDC. Resolution date: December 31, 2026. Resolution source: IPCC reports and NSIDC reports.",0.34,"[0.5, 0.15, 0.55, 0.28, 0.22]",0.3454064049991767
653,iter11_h4_q1,11,The model overgeneralizes trends in the technology sector without considering specific company characteristics,Cloud Computing,,P_and_Q,Will both Amazon's cloud computing market share increase by more than 15% by 2029 and Microsoft's cloud computing market share decrease by more than 10% by 2030?,"This question resolves as YES if both conditions are met, as reported by Canalys. Resolution date: December 31, 2030. Resolution source: Canalys.",0.106,"[0.12, 0.12, 0.12, 0.05, 0.12]",0.3417313019436842
651,iter11_h4_q1,11,The model overgeneralizes trends in the technology sector without considering specific company characteristics,Cloud Computing,,P,Will Amazon's cloud computing market share increase by more than 15% by 2029?,"This question resolves as YES if Amazon's cloud computing market share increases by more than 15% by December 31, 2029, as reported by Canalys or reputable tech outlets like ZDNet. Resolution source: Canalys or ZDNet.",0.65,"[0.65, 0.65, 0.65, 0.65, 0.65]",0.3417313019436842
652,iter11_h4_q1,11,The model overgeneralizes trends in the technology sector without considering specific company characteristics,Cloud Computing,,Q_given_P,"Given that Amazon's cloud computing market share increases by more than 15%, will Microsoft's cloud computing market share decrease by more than 10% by 2030?","This question resolves as YES if Microsoft's cloud computing market share decreases by more than 10% by December 31, 2030, as reported by Canalys or reputable tech outlets like TechCrunch. Resolution source: Canalys or TechCrunch.",0.42,"[0.42, 0.42, 0.42, 0.42, 0.42]",0.3417313019436842
320,iter1_h1_q3,1,"The model overgeneralizes trends without considering specific contextual factors, as observed in questions related to the Speed Chess Championship and sports performance",,,P_and_Q,Will both Lewis Hamilton win the 2024 Formula 1 World Championship and Mercedes win the constructors' championship?,"The question resolves based on the combination of the conditions in P and Q_given_P, with resolution dates and sources as specified for each condition.",0.114,"[0.12, 0.12, 0.12, 0.15, 0.06]",0.3407819863465078
318,iter1_h1_q3,1,"The model overgeneralizes trends without considering specific contextual factors, as observed in questions related to the Speed Chess Championship and sports performance",,,P,Will Lewis Hamilton win the 2024 Formula 1 World Championship?,"The question resolves based on the official results of the 2024 Formula 1 World Championship, with a resolution date determined by the conclusion of the season. Resolution source: Official Formula 1 website or motorsport news outlets like Formula 1.com.",0.35,"[0.35, 0.35, 0.35, 0.35, 0.35]",0.3407819863465078
319,iter1_h1_q3,1,"The model overgeneralizes trends without considering specific contextual factors, as observed in questions related to the Speed Chess Championship and sports performance",,,Q_given_P,"Given that Lewis Hamilton wins the 2024 Formula 1 World Championship, will Mercedes win the constructors' championship?","The question resolves based on the official results of the 2024 Formula 1 World Championship, with a resolution date determined by the conclusion of the season. Resolution source: Official Formula 1 website or motorsport news outlets like Formula 1.com.",0.8400000000000001,"[0.85, 0.8, 0.85, 0.85, 0.85]",0.3407819863465078
106,iter3_h3_q1,3,"The model overgeneralizes the impact of social media on mental health, without considering the effects of individual differences and online behaviors",Online Behaviors,,Q_given_P,"Given that the number of social media users who take regular breaks from social media increases by at least 20% by 2029, will the number of social media users reporting improved mental health increase by at least 15% by 2031?","This question resolves as YES if the number of social media users reporting improved mental health increases by at least 15% by December 31, 2031, compared to the 2029 levels, as reported by the World Health Organization (WHO) or other credible sources.",0.6100000000000001,"[0.65, 0.55, 0.55, 0.65, 0.65]",0.3362489445301009
107,iter3_h3_q1,3,"The model overgeneralizes the impact of social media on mental health, without considering the effects of individual differences and online behaviors",Online Behaviors,,P_and_Q,Will both the number of social media users who take regular breaks from social media increase by at least 20% by 2029 and the number of social media users reporting improved mental health increase by at least 15% by 2031?,"This question resolves as YES if both conditions are met, as reported by the Pew Research Center and the World Health Organization (WHO). Resolution date: December 31, 2031. Resolution source: Pew Research Center and WHO.",0.5900000000000001,"[0.65, 0.55, 0.55, 0.55, 0.65]",0.3362489445301009
105,iter3_h3_q1,3,"The model overgeneralizes the impact of social media on mental health, without considering the effects of individual differences and online behaviors",Online Behaviors,,P,Will the number of social media users who take regular breaks from social media increase by at least 20% by 2029?,"This question resolves as YES if the number of social media users who take regular breaks from social media increases by at least 20% by December 31, 2029, compared to the 2028 levels, as reported by the Pew Research Center or other credible sources.",0.61,"[0.55, 0.55, 0.65, 0.65, 0.65]",0.3362489445301009
507,iter7_h0_q1,7,The model assumes a strong correlation between the development of quantum computing and the advancement of Artificial General Intelligence (AGI) without considering the impact of regulatory frameworks and ethical concerns on their joint development,AI and Computing,,P,Will NVIDIA develop a quantum computing chip for AGI applications by 2029?,"This question resolves as YES if NVIDIA officially announces the development of a quantum computing chip for AGI applications by December 31, 2029, as reported by NVIDIA's official website or reputable tech outlets like Wired. Resolution source: NVIDIA's official website or Wired.",0.4239999999999999,"[0.35, 0.35, 0.35, 0.42, 0.65]",0.3357512428715603
508,iter7_h0_q1,7,The model assumes a strong correlation between the development of quantum computing and the advancement of Artificial General Intelligence (AGI) without considering the impact of regulatory frameworks and ethical concerns on their joint development,AI and Computing,,Q_given_P,"Given that NVIDIA develops a quantum computing chip for AGI applications, will Amazon integrate the chip into its AGI research by 2030?","This question resolves as YES if Amazon officially announces the integration of NVIDIA's quantum computing chip into its AGI research by December 31, 2030, as reported by Amazon's official blog or reputable tech outlets like The Next Web. Resolution source: Amazon's official blog or The Next Web.",0.39,"[0.65, 0.35, 0.35, 0.35, 0.25]",0.3357512428715603
509,iter7_h0_q1,7,The model assumes a strong correlation between the development of quantum computing and the advancement of Artificial General Intelligence (AGI) without considering the impact of regulatory frameworks and ethical concerns on their joint development,AI and Computing,,P_and_Q,Will both NVIDIA develop a quantum computing chip for AGI applications by 2029 and Amazon integrate the chip into its AGI research by 2030?,"This question resolves as YES if both conditions are met, as reported by NVIDIA's official website and Amazon's official blog. Resolution date: December 31, 2030. Resolution source: NVIDIA's official website and Amazon's official blog.",0.352,"[0.12, 0.12, 0.36, 0.8, 0.36]",0.3357512428715603
145,iter5_h0_q0,5,The model assumes a strong correlation between the development of quantum computing and the advancement of Artificial General Intelligence (AGI) without considering the impact of regulatory frameworks and ethical concerns on their joint development,AI and Computing,,Q_given_P,"Given that Google announces a major breakthrough in quantum computing, will Microsoft integrate quantum computing into its AGI research by 2030?","This question resolves as YES if Microsoft officially announces the integration of quantum computing into its AGI research by December 31, 2030, as reported by Microsoft's official blog or reputable tech outlets like CNET.",0.6439999999999999,"[0.62, 0.65, 0.65, 0.65, 0.65]",0.3331607295662944
146,iter5_h0_q0,5,The model assumes a strong correlation between the development of quantum computing and the advancement of Artificial General Intelligence (AGI) without considering the impact of regulatory frameworks and ethical concerns on their joint development,AI and Computing,,P_and_Q,Will both Google announce a major breakthrough in quantum computing by 2028 and Microsoft integrate quantum computing into its AGI research by 2030?,"This question resolves as YES if both conditions are met, as reported by Google's official blog and Microsoft's official blog. Resolution date: December 31, 2030. Resolution source: Google's official blog and Microsoft's official blog.",0.5519999999999999,"[0.75, 0.48, 0.6, 0.65, 0.28]",0.3331607295662944
144,iter5_h0_q0,5,The model assumes a strong correlation between the development of quantum computing and the advancement of Artificial General Intelligence (AGI) without considering the impact of regulatory frameworks and ethical concerns on their joint development,AI and Computing,,P,Will Google announce a major breakthrough in quantum computing by 2028?,"This question resolves as YES if Google officially announces a major breakthrough in quantum computing by December 31, 2028, as reported by Google's official blog or reputable tech outlets like The Verge.",0.524,"[0.55, 0.55, 0.55, 0.42, 0.55]",0.3331607295662944
560,iter8_h4_q0,8,The model assumes a strong correlation between a country's economic growth and its technology sector's innovation without considering the impact of government policies and regulations,Economics,,P_and_Q,Will both China's GDP growth rate exceed 6% by 2027 and the number of Chinese tech companies listed on the NASDAQ increase by more than 20% by 2028?,"This question resolves as YES if both conditions are met, as reported by the National Bureau of Statistics of China and the NASDAQ. Resolution date: December 31, 2028. Resolution source: National Bureau of Statistics of China and NASDAQ.",0.4359999999999999,"[0.55, 0.55, 0.42, 0.42, 0.24]",0.3283423783414315
558,iter8_h4_q0,8,The model assumes a strong correlation between a country's economic growth and its technology sector's innovation without considering the impact of government policies and regulations,Economics,,P,Will China's GDP growth rate exceed 6% by 2027?,"This question resolves as YES if China's GDP growth rate exceeds 6% by December 31, 2027, as reported by the National Bureau of Statistics of China or reputable economic outlets like Bloomberg. Resolution source: National Bureau of Statistics of China or Bloomberg.",0.5640000000000001,"[0.55, 0.55, 0.55, 0.55, 0.62]",0.3283423783414315
