,question_triple_id,iteration,hypothesis,topic,reasoning_flaw,question_type,question_title,question_body,avg_forecast,individual_forecasts,consistency_score
502,iter5_h1_q0,5,"The model overestimates the impact of social media trends on company-specific sales, particularly in the context of electric vehicle manufacturing",Electric Vehicle Manufacturing,,Q_given_P,"Given the increase in followers, will Tesla's sales increase by 15% in 2029?","This question resolves as YES if, given the increase in followers of Tesla's Instagram account, Tesla's sales increase by 15% in 2029, as reported by Tesla's official earnings reports or other credible sources like Bloomberg. Resolution criteria: Official reports from Tesla, Bloomberg, or other reputable financial news outlets. Resolution date: December 31, 2029.",0.372,"[0.25, 0.62, 0.42, 0.32, 0.25]",0.420216959758443
503,iter5_h1_q0,5,"The model overestimates the impact of social media trends on company-specific sales, particularly in the context of electric vehicle manufacturing",Electric Vehicle Manufacturing,,P_and_Q,Will the number of followers of Tesla's Instagram account increase by 25% in 2028 and Tesla's sales increase by 15% in 2029?,"This question resolves as YES if both conditions are met: the number of followers of Tesla's Instagram account increases by 25% in 2028, and Tesla's sales increase by 15% in 2029, as reported by Instagram's official analytics, Tesla's official earnings reports, or other credible sources like Hootsuite or Bloomberg. Resolution criteria: Official reports from Instagram, Tesla, Hootsuite, Bloomberg, or other reputable sources. Resolution date: December 31, 2029.",0.424,"[0.42, 0.42, 0.58, 0.42, 0.28]",0.420216959758443
476,iter4_h1_q1,4,"The model overestimates the impact of social media on consumer behavior, particularly in the context of electric vehicle adoption",Marketing and Consumer Behavior,,P_and_Q,Will the number of likes on Rivian's Facebook page increase by 30% in 2029 and Rivian's sales increase by 22% in 2030?,"This question resolves as YES if both conditions are met: the number of likes on Rivian's Facebook page increases by 30% in 2029, and Rivian's sales increase by 22% in 2030, as reported by Rivian's official Facebook page, Rivian's official earnings reports, or other credible sources like Sprout Social or Forbes. Resolution criteria: Official reports from Rivian, Sprout Social, Forbes, or other reputable sources. Resolution date: December 31, 2030.",0.3119999999999999,"[0.3, 0.42, 0.2, 0.22, 0.42]",0.4191391790466888
475,iter4_h1_q1,4,"The model overestimates the impact of social media on consumer behavior, particularly in the context of electric vehicle adoption",Marketing and Consumer Behavior,,Q_given_P,"Given the increase in likes, will Rivian's sales increase by 22% in 2030?","This question resolves as YES if, given the increase in likes on Rivian's Facebook page, Rivian's sales increase by 22% in 2030, as reported by Rivian's official earnings reports or other credible sources like Forbes. Resolution criteria: Official reports from Rivian, Forbes, or other reputable financial news outlets. Resolution date: December 31, 2030.",0.2299999999999999,"[0.35, 0.25, 0.15, 0.25, 0.15]",0.4191391790466888
474,iter4_h1_q1,4,"The model overestimates the impact of social media on consumer behavior, particularly in the context of electric vehicle adoption",Marketing and Consumer Behavior,,P,Will the number of likes on Rivian's Facebook page increase by 30% in 2029?,"This question resolves as YES if the number of likes on Rivian's Facebook page increases by 30% in 2029, as reported by Rivian's official Facebook page or other credible sources like Sprout Social. Resolution criteria: Official reports from Rivian, Sprout Social, or other reputable social media analytics sources. Resolution date: December 31, 2029.",0.426,"[0.42, 0.42, 0.42, 0.62, 0.25]",0.4191391790466888
515,iter5_h3_q0,5,"The model underestimates the impact of quantum computing on the development of artificial general intelligence, particularly in the context of natural language processing",AI and Computing,,P_and_Q,Will IBM develop a quantum computer capable of performing complex calculations by 2032 and the development of artificial general intelligence in natural language processing accelerate by 28% in the next 3 years?,"This question resolves as YES if both conditions are met: IBM develops a quantum computer capable of performing complex calculations by 2032, and the development of artificial general intelligence in natural language processing accelerates by 28% in the next 3 years, as reported by IBM's official blog, research papers published in top-tier AI conferences, or other credible sources like Wired or Harvard Business Review. Resolution criteria: Official reports from IBM, research papers published in top-tier AI conferences, Wired, Harvard Business Review, or other reputable sources. Resolution date: December 31, 2035.",0.6199999999999999,"[0.62, 0.72, 0.72, 0.62, 0.42]",0.4126566347873187
514,iter5_h3_q0,5,"The model underestimates the impact of quantum computing on the development of artificial general intelligence, particularly in the context of natural language processing",AI and Computing,,Q_given_P,"Given IBM's development of a quantum computer, will the development of artificial general intelligence in natural language processing accelerate by 28% in the next 3 years?","This question resolves as YES if, given IBM's development of a quantum computer capable of performing complex calculations, the development of artificial general intelligence in natural language processing accelerates by 28% in the next 3 years, as reported by research papers published in top-tier AI conferences like NeurIPS or ICLR, or other credible sources like Harvard Business Review. Resolution criteria: Research papers published in top-tier AI conferences, or official reports from IBM, Harvard Business Review, or other reputable sources. Resolution date: December 31, 2035.",0.4199999999999999,"[0.22, 0.62, 0.32, 0.62, 0.32]",0.4126566347873187
513,iter5_h3_q0,5,"The model underestimates the impact of quantum computing on the development of artificial general intelligence, particularly in the context of natural language processing",AI and Computing,,P,Will IBM develop a quantum computer capable of performing complex calculations by 2032?,"This question resolves as YES if IBM develops a quantum computer capable of performing complex calculations by 2032, as reported by IBM's official blog or other credible sources like Wired. Resolution criteria: Official reports from IBM, Wired, or other reputable tech news outlets. Resolution date: December 31, 2032.",0.8319999999999999,"[0.85, 0.82, 0.82, 0.82, 0.85]",0.4126566347873187
314,iter11_h2_q0,11,"The model underestimates the impact of environmental factors on company-specific operations, particularly in the tech industry",Environment and Technology,,P_and_Q,Will the European Union implement a carbon pricing mechanism for the tech industry by 2028 and the operating costs of Google's European data centers increase by 12% in the next 2 years?,"This question resolves as YES if both the European Union implements a carbon pricing mechanism for the tech industry by 2028 and the operating costs of Google's European data centers increase by 12% in the next 2 years, as reported by the European Commission's official website, Google's official reports, or other credible sources like Reuters or Bloomberg. Resolution criteria: Official reports from the European Commission, Google, Reuters, Bloomberg, or other reputable sources. Resolution date: December 31, 2030.",0.632,"[0.72, 0.62, 0.6, 0.6, 0.62]",0.4125990677707028
313,iter11_h2_q0,11,"The model underestimates the impact of environmental factors on company-specific operations, particularly in the tech industry",Environment and Technology,,Q_given_P,"Given the implementation of the carbon pricing mechanism, will the operating costs of Google's European data centers increase by 12% in the next 2 years?","This question resolves as YES if the operating costs of Google's European data centers increase by 12% in the next 2 years, given the implementation of a carbon pricing mechanism for the tech industry by the European Union, as reported by Google's official reports or other credible sources like Bloomberg. Resolution criteria: Official reports from Google, Bloomberg, or other reputable sources. Resolution date: December 31, 2030.",0.5399999999999999,"[0.62, 0.62, 0.42, 0.62, 0.42]",0.4125990677707028
312,iter11_h2_q0,11,"The model underestimates the impact of environmental factors on company-specific operations, particularly in the tech industry",Environment and Technology,,P,Will the European Union implement a carbon pricing mechanism for the tech industry by 2028?,"This question resolves as YES if the European Union implements a carbon pricing mechanism for the tech industry by 2028, as reported by the European Commission's official website or other credible sources like Reuters. Resolution criteria: Official reports from the European Commission, Reuters, or other reputable news outlets. Resolution date: December 31, 2028.",0.6799999999999999,"[0.62, 0.62, 0.72, 0.72, 0.72]",0.4125990677707028
337,iter12_h2_q0,12,"The model underestimates the impact of environmental factors on company-specific operations, particularly in the tech industry",Environmental Impact and Technology,,Q_given_P,"Given the implementation of the carbon pricing mechanism, will the operating costs of Google's European data centers increase by 12% in the next 2 years?","This question resolves as YES if the operating costs of Google's European data centers increase by 12% in the next 2 years, given the implementation of a carbon pricing mechanism for the tech industry by the European Union, as reported by Google's official reports or other credible sources like Bloomberg. Resolution criteria: Official reports from Google, Bloomberg, or other reputable sources. Resolution date: December 31, 2030.",0.5720000000000001,"[0.62, 0.42, 0.58, 0.62, 0.62]",0.4088789375514077
338,iter12_h2_q0,12,"The model underestimates the impact of environmental factors on company-specific operations, particularly in the tech industry",Environmental Impact and Technology,,P_and_Q,Will the European Union implement a carbon pricing mechanism for the tech industry by 2028 and the operating costs of Google's European data centers increase by 12% in the next 2 years?,"This question resolves as YES if both the European Union implements a carbon pricing mechanism for the tech industry by 2028 and the operating costs of Google's European data centers increase by 12% in the next 2 years, as reported by the European Commission's official website, Google's official reports, or other credible sources like Reuters or Bloomberg. Resolution criteria: Official reports from the European Commission, Google, Reuters, Bloomberg, or other reputable sources. Resolution date: December 31, 2030.",0.604,"[0.6, 0.6, 0.6, 0.6, 0.62]",0.4088789375514077
336,iter12_h2_q0,12,"The model underestimates the impact of environmental factors on company-specific operations, particularly in the tech industry",Environmental Impact and Technology,,P,Will the European Union implement a carbon pricing mechanism for the tech industry by 2028?,"This question resolves as YES if the European Union implements a carbon pricing mechanism for the tech industry by 2028, as reported by the European Commission's official website or other credible sources like Reuters. Resolution criteria: Official reports from the European Commission, Reuters, or other reputable news outlets. Resolution date: December 31, 2028.",0.6,"[0.72, 0.62, 0.42, 0.62, 0.62]",0.4088789375514077
376,iter1_h1_q2,1,"The model underestimates the impact of advancements in quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing, particularly in the context of language translation",AI and Computing,Quantum computing underestimation,Q_given_P,"Given Microsoft's development of a quantum computer, will the development of AGI in natural language processing accelerate by 20% in the next 2 years?","This question resolves as YES if, given Microsoft's development of a quantum computer capable of performing complex calculations, the development of AGI in natural language processing accelerates by 20% in the next 2 years, as reported by research papers published in top-tier AI conferences like NeurIPS or ICLR, or other credible sources like TechCrunch. Resolution criteria: Research papers published in top-tier AI conferences, or official reports from Microsoft, TechCrunch, or other reputable sources. Resolution date: December 31, 2037.",0.4059999999999999,"[0.42, 0.32, 0.35, 0.32, 0.62]",0.4088503139346158
377,iter1_h1_q2,1,"The model underestimates the impact of advancements in quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing, particularly in the context of language translation",AI and Computing,Quantum computing underestimation,P_and_Q,Will Microsoft develop a quantum computer capable of performing complex calculations by 2035 and the development of AGI in natural language processing accelerate by 20% in the next 2 years?,"This question resolves as YES if both conditions are met: Microsoft develops a quantum computer capable of performing complex calculations by 2035, and the development of AGI in natural language processing accelerates by 20% in the next 2 years, as reported by Microsoft's official blog, research papers published in top-tier AI conferences, or other credible sources like The Verge or TechCrunch. Resolution criteria: Official reports from Microsoft, research papers published in top-tier AI conferences, The Verge, TechCrunch, or other reputable sources. Resolution date: December 31, 2037.",0.572,"[0.62, 0.62, 0.62, 0.62, 0.38]",0.4088503139346158
375,iter1_h1_q2,1,"The model underestimates the impact of advancements in quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing, particularly in the context of language translation",AI and Computing,Quantum computing underestimation,P,Will Microsoft develop a quantum computer capable of performing complex calculations by 2035?,"This question resolves as YES if Microsoft develops a quantum computer capable of performing complex calculations by 2035, as reported by Microsoft's official blog or other credible sources like The Verge. Resolution criteria: Official reports from Microsoft, The Verge, or other reputable tech news outlets. Resolution date: December 31, 2035.",0.76,"[0.82, 0.72, 0.82, 0.72, 0.72]",0.4088503139346158
437,iter3_h0_q0,3,"The model underestimates the impact of environmental factors on company-specific operations, particularly in the tech industry, with a focus on renewable energy adoption",Renewable Energy and Tech,,P_and_Q,Will Apple increase its use of renewable energy by 30% by 2027 and its carbon footprint decrease by 25% in 2028?,"This question resolves as YES if both conditions are met: Apple increases its use of renewable energy by 30% by 2027, and Apple's carbon footprint decreases by 25% in 2028, as reported by Apple's official sustainability reports, or other credible sources like Greenpeace or the Carbon Disclosure Project. Resolution criteria: Official reports from Apple, Greenpeace, Carbon Disclosure Project, or other reputable environmental organizations. Resolution date: December 31, 2028.",0.82,"[0.82, 0.82, 0.82, 0.82, 0.82]",0.4063462309842598
435,iter3_h0_q0,3,"The model underestimates the impact of environmental factors on company-specific operations, particularly in the tech industry, with a focus on renewable energy adoption",Renewable Energy and Tech,,P,Will Apple increase its use of renewable energy by 30% by 2027?,"This question resolves as YES if Apple increases its use of renewable energy by 30% by 2027, as reported by Apple's official sustainability reports or other credible sources like Greenpeace. Resolution criteria: Official reports from Apple, Greenpeace, or other reputable environmental organizations. Resolution date: December 31, 2027.",0.7999999999999999,"[0.82, 0.82, 0.72, 0.82, 0.82]",0.4063462309842598
436,iter3_h0_q0,3,"The model underestimates the impact of environmental factors on company-specific operations, particularly in the tech industry, with a focus on renewable energy adoption",Renewable Energy and Tech,,Q_given_P,"Given the increase in renewable energy use, will Apple's carbon footprint decrease by 25% in 2028?","This question resolves as YES if, given the increase in renewable energy use, Apple's carbon footprint decreases by 25% in 2028, as reported by Apple's official sustainability reports or other credible sources like the Carbon Disclosure Project. Resolution criteria: Official reports from Apple, Carbon Disclosure Project, or other reputable environmental organizations. Resolution date: December 31, 2028.",0.72,"[0.72, 0.72, 0.72, 0.72, 0.72]",0.4063462309842598
497,iter5_h0_q0,5,"The model underestimates the impact of advancements in quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing, particularly in the context of language translation",AI and Computing,,P_and_Q,Will Google develop a quantum computer capable of performing complex calculations by 2030 and the development of AGI in natural language processing accelerate by 30% in the next 3 years?,"This question resolves as YES if both conditions are met: Google develops a quantum computer capable of performing complex calculations by 2030, and the development of AGI in natural language processing accelerates by 30% in the next 3 years, as reported by Google's official blog, research papers published in top-tier AI conferences, or other credible sources like MIT Technology Review or Harvard Business Review. Resolution criteria: Official reports from Google, research papers published in top-tier AI conferences, MIT Technology Review, Harvard Business Review, or other reputable sources. Resolution date: December 31, 2033.",0.616,"[0.62, 0.6, 0.62, 0.62, 0.62]",0.4061102022702075
496,iter5_h0_q0,5,"The model underestimates the impact of advancements in quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing, particularly in the context of language translation",AI and Computing,,Q_given_P,"Given Google's development of a quantum computer, will the development of AGI in natural language processing accelerate by 30% in the next 3 years?","This question resolves as YES if, given Google's development of a quantum computer capable of performing complex calculations, the development of AGI in natural language processing accelerates by 30% in the next 3 years, as reported by research papers published in top-tier AI conferences like NeurIPS or ICLR, or other credible sources like Harvard Business Review. Resolution criteria: Research papers published in top-tier AI conferences, or official reports from Google, Harvard Business Review, or other reputable sources. Resolution date: December 31, 2033.",0.42,"[0.42, 0.42, 0.42, 0.42, 0.42]",0.4061102022702075
495,iter5_h0_q0,5,"The model underestimates the impact of advancements in quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing, particularly in the context of language translation",AI and Computing,,P,Will Google develop a quantum computer capable of performing complex calculations by 2030?,"This question resolves as YES if Google develops a quantum computer capable of performing complex calculations by 2030, as reported by Google's official blog or other credible sources like MIT Technology Review. Resolution criteria: Official reports from Google, MIT Technology Review, or other reputable tech news outlets. Resolution date: December 31, 2030.",0.8320000000000001,"[0.85, 0.85, 0.82, 0.82, 0.82]",0.4061102022702075
223,iter8_h2_q0,8,The model overestimates the impact of social media trends on company-specific sales,Social Media and Sales,,Q_given_P,"Given the increase in followers, will Tesla's sales increase by 15% in 2025?","This question resolves as YES if Tesla's sales increase by 15% in 2025, given the increase in followers of Tesla's Twitter account, as reported by Tesla's official earnings reports or other credible sources like Bloomberg. Resolution criteria: Official reports from Tesla, Bloomberg, or other reputable financial news outlets. Resolution date: December 31, 2025.",0.52,"[0.62, 0.62, 0.42, 0.32, 0.62]",0.4024564821608448
222,iter8_h2_q0,8,The model overestimates the impact of social media trends on company-specific sales,Social Media and Sales,,P,Will the number of followers of Tesla's Twitter account increase by 20% in 2025?,"This question resolves as YES if the number of followers of Tesla's Twitter account increases by 20% in 2025, as reported by Twitter's official analytics or other credible sources like Hootsuite. Resolution criteria: Official reports from Twitter, Hootsuite, or other reputable social media analytics sources. Resolution date: December 31, 2025.",0.44,"[0.35, 0.6, 0.32, 0.58, 0.35]",0.4024564821608448
224,iter8_h2_q0,8,The model overestimates the impact of social media trends on company-specific sales,Social Media and Sales,,P_and_Q,Will the number of followers of Tesla's Twitter account increase by 20% in 2025 and Tesla's sales increase by 15% in 2025?,"This question resolves as YES if both the number of followers of Tesla's Twitter account increases by 20% in 2025 and Tesla's sales increase by 15% in 2025, as reported by Twitter's official analytics, Tesla's official earnings reports, or other credible sources like Hootsuite or Bloomberg. Resolution criteria: Official reports from Twitter, Tesla, Hootsuite, Bloomberg, or other reputable sources. Resolution date: December 31, 2025.",0.472,"[0.58, 0.24, 0.58, 0.58, 0.38]",0.4024564821608448
358,iter12_h4_q1,12,The model underestimates the impact of quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing,Quantum Computing and AI,,Q_given_P,"Given Google's breakthrough in quantum computing, will the development of AGI in natural language processing accelerate by 30% in the next 3 years?","This question resolves as YES if the development of AGI in natural language processing accelerates by 30% in the next 3 years, given Google's breakthrough in quantum computing, as reported by research papers published in top-tier AI conferences like NeurIPS or ICLR, or other credible sources like Harvard Business Review. Resolution criteria: Research papers published in top-tier AI conferences, or official reports from Google, Harvard Business Review, or other reputable sources. Resolution date: December 31, 2032.",0.42,"[0.42, 0.42, 0.42, 0.42, 0.42]",0.3998734567935977
357,iter12_h4_q1,12,The model underestimates the impact of quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing,Quantum Computing and AI,,P,Will Google announce a breakthrough in quantum computing by 2029?,"This question resolves as YES if Google announces a breakthrough in quantum computing by 2029, as reported by Google's official blog or other credible sources like MIT Technology Review. Resolution criteria: Official reports from Google, MIT Technology Review, or other reputable tech news outlets. Resolution date: December 31, 2029.",0.7399999999999999,"[0.72, 0.72, 0.82, 0.72, 0.72]",0.3998734567935977
359,iter12_h4_q1,12,The model underestimates the impact of quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing,Quantum Computing and AI,,P_and_Q,Will Google announce a breakthrough in quantum computing by 2029 and the development of AGI in natural language processing accelerate by 30% in the next 3 years?,"This question resolves as YES if both Google announces a breakthrough in quantum computing by 2029 and the development of AGI in natural language processing accelerates by 30% in the next 3 years, as reported by Google's official blog, research papers published in top-tier AI conferences, or other credible sources like MIT Technology Review or Harvard Business Review. Resolution criteria: Official reports from Google, research papers published in top-tier AI conferences, MIT Technology Review, Harvard Business Review, or other reputable sources. Resolution date: December 31, 2032.",0.5680000000000001,"[0.62, 0.42, 0.56, 0.62, 0.62]",0.3998734567935977
188,iter7_h1_q0,7,The model overestimates the impact of advancements in quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing,Artificial Intelligence and Quantum Computing,,P_and_Q,Will Google announce a breakthrough in quantum computing by 2029 and the development of AGI in natural language processing accelerate by 25% in the next 3 years?,"This question resolves as YES if both Google announces a breakthrough in quantum computing by 2029 and the development of AGI in natural language processing accelerates by 25% in the next 3 years, as reported by Google's official blog, research papers published in top-tier AI conferences, or other credible sources like MIT Technology Review or Harvard Business Review. Resolution criteria: Official reports from Google, research papers published in top-tier AI conferences, MIT Technology Review, Harvard Business Review, or other reputable sources. Resolution date: December 31, 2032.",0.616,"[0.62, 0.62, 0.62, 0.62, 0.6]",0.3961766192347351
187,iter7_h1_q0,7,The model overestimates the impact of advancements in quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing,Artificial Intelligence and Quantum Computing,,Q_given_P,"Given the breakthrough, will the development of AGI in natural language processing accelerate by 25% in the next 3 years?","This question resolves as YES if the development of AGI in natural language processing accelerates by 25% in the next 3 years, given Google's breakthrough in quantum computing, as reported by research papers published in top-tier AI conferences like NeurIPS or ICLR, or other credible sources like Harvard Business Review. Resolution criteria: Research papers published in top-tier AI conferences, or official reports from Google, Harvard Business Review, or other reputable sources. Resolution date: December 31, 2032.",0.5,"[0.62, 0.42, 0.42, 0.42, 0.62]",0.3961766192347351
186,iter7_h1_q0,7,The model overestimates the impact of advancements in quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing,Artificial Intelligence and Quantum Computing,,P,Will Google announce a breakthrough in quantum computing by 2029?,"This question resolves as YES if Google announces a breakthrough in quantum computing by 2029, as reported by Google's official blog or other credible sources like MIT Technology Review. Resolution criteria: Official reports from Google, MIT Technology Review, or other reputable tech news outlets. Resolution date: December 31, 2029.",0.72,"[0.72, 0.72, 0.72, 0.72, 0.72]",0.3961766192347351
354,iter12_h4_q0,12,The model underestimates the impact of quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing,Quantum Computing and AI,,P,Will IBM develop a quantum computer capable of performing complex calculations by 2032?,"This question resolves as YES if IBM develops a quantum computer capable of performing complex calculations by 2032, as reported by IBM's official blog or other credible sources like The Verge. Resolution criteria: Official reports from IBM, The Verge, or other reputable tech news outlets. Resolution date: December 31, 2032.",0.8379999999999999,"[0.85, 0.85, 0.85, 0.82, 0.82]",0.3958400861184034
356,iter12_h4_q0,12,The model underestimates the impact of quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing,Quantum Computing and AI,,P_and_Q,Will IBM develop a quantum computer capable of performing complex calculations by 2032 and the development of AGI in natural language processing accelerate by 25% in the next 2 years?,"This question resolves as YES if both IBM develops a quantum computer capable of performing complex calculations by 2032 and the development of AGI in natural language processing accelerates by 25% in the next 2 years, as reported by IBM's official blog, research papers published in top-tier AI conferences, or other credible sources like The Verge or Harvard Business Review. Resolution criteria: Official reports from IBM, research papers published in top-tier AI conferences, The Verge, Harvard Business Review, or other reputable sources. Resolution date: December 31, 2034.",0.578,"[0.6, 0.65, 0.72, 0.6, 0.32]",0.3958400861184034
355,iter12_h4_q0,12,The model underestimates the impact of quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing,Quantum Computing and AI,,Q_given_P,"Given IBM's development of a quantum computer, will the development of AGI in natural language processing accelerate by 25% in the next 2 years?","This question resolves as YES if the development of AGI in natural language processing accelerates by 25% in the next 2 years, given IBM's development of a quantum computer capable of performing complex calculations, as reported by research papers published in top-tier AI conferences like NeurIPS or ICLR, or other credible sources like Harvard Business Review. Resolution criteria: Research papers published in top-tier AI conferences, or official reports from IBM, Harvard Business Review, or other reputable sources. Resolution date: December 31, 2034.",0.38,"[0.32, 0.42, 0.42, 0.42, 0.32]",0.3958400861184034
349,iter12_h3_q0,12,"The model overestimates the impact of social media trends on company-specific sales, particularly in the context of electric vehicle manufacturing",Social Media and Electric Vehicles,,Q_given_P,"Given the increase in followers, will Tesla's sales increase by 20% in 2026?","This question resolves as YES if Tesla's sales increase by 20% in 2026, given the increase in followers of Tesla's Twitter account, as reported by Tesla's official earnings reports or other credible sources like Bloomberg. Resolution criteria: Official reports from Tesla, Bloomberg, or other reputable financial news outlets. Resolution date: December 31, 2026.",0.3779999999999999,"[0.35, 0.35, 0.42, 0.35, 0.42]",0.39318842327793
350,iter12_h3_q0,12,"The model overestimates the impact of social media trends on company-specific sales, particularly in the context of electric vehicle manufacturing",Social Media and Electric Vehicles,,P_and_Q,Will the number of followers of Tesla's Twitter account increase by 25% in 2026 and Tesla's sales increase by 20% in 2026?,"This question resolves as YES if both the number of followers of Tesla's Twitter account increases by 25% in 2026 and Tesla's sales increase by 20% in 2026, as reported by Twitter's official analytics, Tesla's official earnings reports, or other credible sources like Hootsuite or Bloomberg. Resolution criteria: Official reports from Twitter, Tesla, Hootsuite, Bloomberg, or other reputable sources. Resolution date: December 31, 2026.",0.3359999999999999,"[0.35, 0.38, 0.19, 0.42, 0.34]",0.39318842327793
348,iter12_h3_q0,12,"The model overestimates the impact of social media trends on company-specific sales, particularly in the context of electric vehicle manufacturing",Social Media and Electric Vehicles,,P,Will the number of followers of Tesla's Twitter account increase by 25% in 2026?,"This question resolves as YES if the number of followers of Tesla's Twitter account increases by 25% in 2026, as reported by Twitter's official analytics or other credible sources like Hootsuite. Resolution criteria: Official reports from Twitter, Hootsuite, or other reputable social media analytics sources. Resolution date: December 31, 2026.",0.336,"[0.42, 0.32, 0.3, 0.32, 0.32]",0.39318842327793
387,iter1_h3_q0,1,The model underestimates the impact of quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing,AI and Computing,Quantum computing underestimation,P,Will Intel develop a quantum computer capable of performing complex calculations by 2031?,"This question resolves as YES if Intel develops a quantum computer capable of performing complex calculations by 2031, as reported by Intel's official blog or other credible sources like TechRadar. Resolution criteria: Official reports from Intel, TechRadar, or other reputable tech news outlets. Resolution date: December 31, 2031.",0.72,"[0.72, 0.72, 0.72, 0.72, 0.72]",0.3931109949796567
388,iter1_h3_q0,1,The model underestimates the impact of quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing,AI and Computing,Quantum computing underestimation,Q_given_P,"Given Intel's development of a quantum computer, will the development of AGI in natural language processing accelerate by 22% in the next 2 years?","This question resolves as YES if, given Intel's development of a quantum computer capable of performing complex calculations, the development of AGI in natural language processing accelerates by 22% in the next 2 years, as reported by research papers published in top-tier AI conferences like NeurIPS or ICLR, or other credible sources like IEEE Spectrum. Resolution criteria: Research papers published in top-tier AI conferences, or official reports from Intel, IEEE Spectrum, or other reputable sources. Resolution date: December 31, 2033.",0.294,"[0.23, 0.32, 0.18, 0.32, 0.42]",0.3931109949796567
389,iter1_h3_q0,1,The model underestimates the impact of quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing,AI and Computing,Quantum computing underestimation,P_and_Q,Will Intel develop a quantum computer capable of performing complex calculations by 2031 and the development of AGI in natural language processing accelerate by 22% in the next 2 years?,"This question resolves as YES if both conditions are met: Intel develops a quantum computer capable of performing complex calculations by 2031, and the development of AGI in natural language processing accelerates by 22% in the next 2 years, as reported by Intel's official blog, research papers published in top-tier AI conferences, or other credible sources like TechRadar or IEEE Spectrum. Resolution criteria: Official reports from Intel, research papers published in top-tier AI conferences, TechRadar, IEEE Spectrum, or other reputable sources. Resolution date: December 31, 2033.",0.4519999999999999,"[0.42, 0.62, 0.38, 0.42, 0.42]",0.3931109949796567
210,iter8_h0_q0,8,The model underestimates the impact of advancements in quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing,AI and Computing,,P,Will Google announce a breakthrough in quantum computing by 2029?,"This question resolves as YES if Google announces a breakthrough in quantum computing by 2029, as reported by Google's official blog or other credible sources like MIT Technology Review. Resolution criteria: Official reports from Google, MIT Technology Review, or other reputable tech news outlets. Resolution date: December 31, 2029.",0.72,"[0.72, 0.72, 0.72, 0.72, 0.72]",0.3848107670097012
211,iter8_h0_q0,8,The model underestimates the impact of advancements in quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing,AI and Computing,,Q_given_P,"Given the breakthrough, will the development of AGI in natural language processing accelerate by 30% in the next 3 years?","This question resolves as YES if the development of AGI in natural language processing accelerates by 30% in the next 3 years, given Google's breakthrough in quantum computing, as reported by research papers published in top-tier AI conferences like NeurIPS or ICLR, or other credible sources like Harvard Business Review. Resolution criteria: Research papers published in top-tier AI conferences, or official reports from Google, Harvard Business Review, or other reputable sources. Resolution date: December 31, 2032.",0.526,"[0.42, 0.62, 0.55, 0.42, 0.62]",0.3848107670097012
212,iter8_h0_q0,8,The model underestimates the impact of advancements in quantum computing on the development of artificial general intelligence (AGI) in the field of natural language processing,AI and Computing,,P_and_Q,Will Google announce a breakthrough in quantum computing by 2029 and the development of AGI in natural language processing accelerate by 30% in the next 3 years?,"This question resolves as YES if both Google announces a breakthrough in quantum computing by 2029 and the development of AGI in natural language processing accelerates by 30% in the next 3 years, as reported by Google's official blog, research papers published in top-tier AI conferences, or other credible sources like MIT Technology Review or Harvard Business Review. Resolution criteria: Official reports from Google, research papers published in top-tier AI conferences, MIT Technology Review, Harvard Business Review, or other reputable sources. Resolution date: December 31, 2032.",0.628,"[0.62, 0.72, 0.62, 0.62, 0.56]",0.3848107670097012
234,iter8_h4_q0,8,"The model underestimates the impact of environmental factors on company-specific operations, particularly in the tech industry",Environmental Factors and Tech Industry,,P,Will the European Union implement a carbon pricing mechanism for the tech industry by 2028?,"This question resolves as YES if the European Union implements a carbon pricing mechanism for the tech industry by 2028, as reported by the European Commission's official website or other credible sources like Reuters. Resolution criteria: Official reports from the European Commission, Reuters, or other reputable news outlets. Resolution date: December 31, 2028.",0.62,"[0.62, 0.62, 0.62, 0.62, 0.62]",0.3844862896367174
