consistency_type,P_title,P_body,Q_title,Q_body,P_given_Q_title,P_given_Q_body,P_given_not_Q_title,P_given_not_Q_body,P_and_Q_title,P_and_Q_body,P_or_Q_title,P_or_Q_body,Q_and_not_P_title,Q_and_not_P_body,para_P_title,para_P_body,Q_given_P_title,Q_given_P_body,R_given_P_and_Q_title,R_given_P_and_Q_body,P_and_Q_and_R_title,P_and_Q_and_R_body,cons_P_title,cons_P_body,not_P_title,not_P_body
or,Will Donald Trump be removed or blocked from the primary election ballot of any U.S. state for a federal office under Section 3 of the 14th Amendment?,"This question will resolve as ""Yes"" if, *on* July 15, 2024:

Donald Trump has been officially removed or blocked from the primary election ballot of any U.S. state for a federal office (President, Senate, House of Representatives) under the grounds of Section 3 of the 14th Amendment.

The removal or block is confirmed through official state government announcements, court decisions, legal documentation, or credible media reports. Speculative reports, opinion pieces, or unofficial announcements will not suffice for resolution.

The question will resolve as ""No"" if these conditions are not met as of July 15, 2024.

Note: The question does not account for legal battles, appeals, or subsequent reversals that might occur *after* the mentioned date. It strictly pertains to whether Donald Trump has been removed from any state's primary election ballot for a federal office under the specified grounds as of July 15, 2024. If Trump is removed or blocked from a ballot and then reinstated, such that as of July 15th he is not removed or blocked from any ballot, the question resolves negatively.",Will Donald Trump be the Republican nominee for the 2024 US Presidential Election?,"This question will resolve as **Yes** if Donald Trump is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. All other candidates will resolve as **No**. This question may consider new candidates added in the future.

For this question, it is not relevant who receives the Republican nomination on the day of the 2024 US election; it is solely determined by who is selected by the delegates of the [Republican National Convention](https://en.wikipedia.org/wiki/Republican_National_Convention).",,,,,,,"Will either of the following occur: (a) Donald Trump be removed or blocked from the primary election ballot of any U.S. state for a federal office under Section 3 of the 14th Amendment by July 15, 2024, or (b) Donald Trump be the Republican nominee for the 2024 US Presidential Election?","This question will resolve as ""Yes"" if either of the following conditions is met:

(a) As of July 15, 2024, Donald Trump has been officially removed or blocked from the primary election ballot of any U.S. state for a federal office (President, Senate, House of Representatives) under the grounds of Section 3 of the 14th Amendment. The removal or block must be confirmed through official state government announcements, court decisions, legal documentation, or credible media reports. Speculative reports, opinion pieces, or unofficial announcements will not suffice for resolution. The question will resolve as ""No"" if these conditions are not met as of July 15, 2024. Note that the question does not account for legal battles, appeals, or subsequent reversals that might occur after the mentioned date. It strictly pertains to whether Donald Trump has been removed from any state's primary election ballot for a federal office under the specified grounds as of July 15, 2024. If Trump is removed or blocked from a ballot and then reinstated, such that as of July 15th he is not removed or blocked from any ballot, the question resolves negatively.

(b) Donald Trump is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. This condition is solely determined by who is selected by the delegates of the Republican National Convention, irrespective of who receives the Republican nomination on the day of the 2024 US election.",,,,,,,,,,,,,,
or,Will Larry Elder be the Republican nominee for the 2024 US Presidential Election?,"This question will resolve as **Yes** if Larry Elder is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. All other candidates will resolve as **No**. This question is not restricted to the candidates currently listed; other options may be added in the future.

For this question, it is not relevant who receives the Republican nomination on the day of the 2024 US election; it is solely determined by who is selected by the delegates of the [Republican National Convention](https://en.wikipedia.org/wiki/Republican_National_Convention).",Will Ron DeSantis be the Republican nominee for the 2024 US Presidential Election?,"This question will resolve as **Yes** if Ron DeSantis is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. All other candidates will resolve as **No**. This question is not restricted to candidates currently listed; other options may be added in the future.

For this question, it is not relevant who receives the Republican nomination on the day of the 2024 US election. It is solely determined by who is selected by the delegates of the Republican National Convention.",,,,,,,Will either Larry Elder or Ron DeSantis be the Republican nominee for the 2024 US Presidential Election?,"This question will resolve as **Yes** if either Larry Elder or Ron DeSantis is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. All other candidates will resolve as **No**. This question is not restricted to the candidates currently listed; other options may be added in the future.

For this question, it is not relevant who receives the Republican nomination on the day of the 2024 US election; it is solely determined by who is selected by the delegates of the [Republican National Convention](https://en.wikipedia.org/wiki/Republican_National_Convention).",,,,,,,,,,,,,,
or,Will Mike Pence be the Republican nominee for the 2024 US Presidential Election?,"This question will resolve as **Yes** if Mike Pence is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. All other candidates will resolve as **No**. This question is not restricted to the candidates currently below; other options may be added in the future.

For this question, it is not relevant who receives the Republican nomination on the day of the 2024 US election; it is solely determined by who is selected by the delegates of the [Republican National Convention](https://en.wikipedia.org/wiki/Republican_National_Convention).",Will Nikki Haley be the Republican nominee for the 2024 US Presidential Election?,"This question will resolve as **Yes** if Nikki Haley is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. All other candidates will resolve as **No**. This question is not restricted to the candidates currently listed; other options may be added in the future.

For this question, it is not relevant who receives the Republican nomination on the day of the 2024 US election; it is solely determined by who is selected by the delegates of the [Republican National Convention](https://en.wikipedia.org/wiki/Republican_National_Convention).",,,,,,,Will either Mike Pence or Nikki Haley be the Republican nominee for the 2024 US Presidential Election?,"This question will resolve as **Yes** if either Mike Pence or Nikki Haley is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. All other candidates will resolve as **No**. This question is not restricted to the candidates currently listed; other options may be added in the future.

For this question, it is not relevant who receives the Republican nomination on the day of the 2024 US election; it is solely determined by who is selected by the delegates of the [Republican National Convention](https://en.wikipedia.org/wiki/Republican_National_Convention).",,,,,,,,,,,,,,
or,Kamala president by Friday?,"This market will resolve to ""Yes"" if Vice President Kamala Harris is formally designated as President or Acting President of the United States at any point before July 26, 2024, 11:59 PM ET. Otherwise, this market will resolve to ""No"".

The primary resolution source for this market will be official information from the US government, however a consensus of credible reporting will also be used.

Resolver",Will Biden drop out before July 20?,"If Biden drops out or is otherwise unable to continue the race before July 20 midnight Eastern Time, this market will resolve to yes. Otherwise, this market will resolve to no.",,,,,,,Will either Kamala Harris be president by July 26 or Biden drop out by July 20?,"This question resolves to ""Yes"" if either of the following occurs: (a) Vice President Kamala Harris is formally designated as President or Acting President of the United States at any point before July 26, 2024, 11:59 PM ET. The primary resolution source for this will be official information from the US government, with a consensus of credible reporting also considered. (b) President Biden drops out or is otherwise unable to continue the race before July 20, midnight Eastern Time. If neither event occurs, the question resolves to ""No.""",,,,,,,,,,,,,,
or,Will Donald Trump be the Republican nominee for the 2024 US Presidential Election?,"This question will resolve as **Yes** if Donald Trump is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. All other candidates will resolve as **No**. This question may consider new candidates added in the future.

For this question, it is not relevant who receives the Republican nomination on the day of the 2024 US election; it is solely determined by who is selected by the delegates of the [Republican National Convention](https://en.wikipedia.org/wiki/Republican_National_Convention).",Will Francis Suarez be the Republican nominee for the 2024 US Presidential Election?,"This question will resolve as **Yes** if Francis Suarez is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. All other candidates will resolve as **No**. This question is not restricted to the candidates currently mentioned; other options may be added in the future.

For this question, it is not relevant who receives the Republican nomination on the day of the 2024 US election; it is solely determined by who is selected by the delegates of the [Republican National Convention](https://en.wikipedia.org/wiki/Republican_National_Convention).",,,,,,,Will either Donald Trump or Francis Suarez be the Republican nominee for the 2024 US Presidential Election?,"This question will resolve as **Yes** if either Donald Trump or Francis Suarez is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. All other candidates will resolve as **No**. This question may consider new candidates added in the future.

For this question, it is not relevant who receives the Republican nomination on the day of the 2024 US election; it is solely determined by who is selected by the delegates of the Republican National Convention.",,,,,,,,,,,,,,
or,Will Donald Trump Jr. be the Republican nominee for the 2024 US Presidential Election?,"This question will resolve as **Yes** if Donald Trump Jr. is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. All other candidates will resolve as **No**. This question is not restricted to the candidates currently mentioned; other options may be added in the future.

For this question, it is not relevant who receives the Republican nomination on the day of the 2024 US election; it is solely determined by who is selected by the delegates of the [Republican National Convention](https://en.wikipedia.org/wiki/Republican_National_Convention).",Will Nikki Haley be the Republican nominee for the 2024 US Presidential Election?,"This question will resolve as **Yes** if Nikki Haley is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. All other candidates will resolve as **No**. This question is not restricted to the candidates currently listed; other options may be added in the future.

For this question, it is not relevant who receives the Republican nomination on the day of the 2024 US election; it is solely determined by who is selected by the delegates of the [Republican National Convention](https://en.wikipedia.org/wiki/Republican_National_Convention).",,,,,,,Will either Donald Trump Jr. or Nikki Haley be the Republican nominee for the 2024 US Presidential Election?,"This question will resolve as **Yes** if either Donald Trump Jr. or Nikki Haley is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. All other candidates will resolve as **No**. This question is not restricted to the candidates currently mentioned; other options may be added in the future.

For this question, it is not relevant who receives the Republican nomination on the day of the 2024 US election; it is solely determined by who is selected by the delegates of the [Republican National Convention](https://en.wikipedia.org/wiki/Republican_National_Convention).",,,,,,,,,,,,,,
or,Will Donald Trump Jr. be the Republican nominee for the 2024 US Presidential Election?,"This question will resolve as **Yes** if Donald Trump Jr. is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. All other candidates will resolve as **No**. This question is not restricted to the candidates currently mentioned; other options may be added in the future.

For this question, it is not relevant who receives the Republican nomination on the day of the 2024 US election; it is solely determined by who is selected by the delegates of the [Republican National Convention](https://en.wikipedia.org/wiki/Republican_National_Convention).",Will Chris Christie be the Republican nominee for the 2024 US Presidential Election?,"This question will resolve as **Yes** if Chris Christie is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. All other candidates will resolve as **No**. This question is not restricted to the candidates currently mentioned; other options may be added in the future.

For this question, it is not relevant who receives the Republican nomination on the day of the 2024 US election; it is solely determined by who is selected by the delegates of the Republican National Convention.",,,,,,,Will either Donald Trump Jr. or Chris Christie be the Republican nominee for the 2024 US Presidential Election?,"This question will resolve as **Yes** if either Donald Trump Jr. or Chris Christie is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. All other candidates will resolve as **No**. This question is not restricted to the candidates currently mentioned; other options may be added in the future.

For this question, it is not relevant who receives the Republican nomination on the day of the 2024 US election; it is solely determined by who is selected by the delegates of the [Republican National Convention](https://en.wikipedia.org/wiki/Republican_National_Convention).",,,,,,,,,,,,,,
or,Will the USA win more Gold than Silver medals at the Paris 2024 Olympics?,This question resolves Yes if the United States Olympic Team wins more Gold medals than Silver medals at the Paris 2024 Olympics.,Will USA top the Olympic Medal Table at Paris 2024?,"This question will resolve positively if the United States Olympic Team are the (unique) highest ranked team at the 2024 Paris Olympics. It will resolve ambiguously if the Paris Olympics do not take place before 2027. It will resolve negatively if any team achieves a higher or equal ranking to the US team.

The medal table is calculated by taking all the medals won by each participating country and ordering by:

1. Number of Gold Medals
2. (Where 1 is tied) Number of Silver Medals
3. (Where 2 is tied) Number of Bronze Medals",,,,,,,"Will either of the following occur at the Paris 2024 Olympics: (a) The USA wins more Gold than Silver medals, or (b) The USA tops the Olympic Medal Table?","This question resolves Yes if either of the following occurs: (a) The United States Olympic Team wins more Gold medals than Silver medals at the Paris 2024 Olympics, or (b) The United States Olympic Team is the unique highest ranked team at the 2024 Paris Olympics. It resolves ambiguously if the Paris Olympics do not take place before 2027. For part (b), the medal table is calculated by ordering countries by the number of Gold Medals, then Silver Medals, and then Bronze Medals.",,,,,,,,,,,,,,
or,Will Chris Christie be the Republican nominee for the 2024 US Presidential Election?,"This question will resolve as **Yes** if Chris Christie is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. All other candidates will resolve as **No**. This question is not restricted to the candidates currently mentioned; other options may be added in the future.

For this question, it is not relevant who receives the Republican nomination on the day of the 2024 US election; it is solely determined by who is selected by the delegates of the Republican National Convention.",Will a member of the Trump family be the Republican nominee for the US Presidency in 2024?,"Resolves **Yes** if one of these individuals is the Republican nominee for the US Presidency in 2024:

 - Donald Trump
 - Donald Trump Jr.
 - Eric Trump
 - Ivanka Trump
 - Tiffany Trump
 - Melania Trump
 - Barron Trump",,,,,,,Will either Chris Christie or a member of the Trump family be the Republican nominee for the 2024 US Presidential Election?,"This question will resolve as **Yes** if either of the following occurs:

(a) Chris Christie is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. This is determined by who is selected by the delegates of the Republican National Convention, not who receives the nomination on the day of the election. 

(b) A member of the Trump family, specifically one of the following individuals, is the Republican nominee for the US Presidency in 2024: Donald Trump, Donald Trump Jr., Eric Trump, Ivanka Trump, Tiffany Trump, Melania Trump, or Barron Trump.",,,,,,,,,,,,,,
or,Will Donald Trump be removed or blocked from the primary election ballot of any U.S. state for a federal office under Section 3 of the 14th Amendment?,"This question will resolve as ""Yes"" if, *on* July 15, 2024:

Donald Trump has been officially removed or blocked from the primary election ballot of any U.S. state for a federal office (President, Senate, House of Representatives) under the grounds of Section 3 of the 14th Amendment.

The removal or block is confirmed through official state government announcements, court decisions, legal documentation, or credible media reports. Speculative reports, opinion pieces, or unofficial announcements will not suffice for resolution.

The question will resolve as ""No"" if these conditions are not met as of July 15, 2024.

Note: The question does not account for legal battles, appeals, or subsequent reversals that might occur *after* the mentioned date. It strictly pertains to whether Donald Trump has been removed from any state's primary election ballot for a federal office under the specified grounds as of July 15, 2024. If Trump is removed or blocked from a ballot and then reinstated, such that as of July 15th he is not removed or blocked from any ballot, the question resolves negatively.",Will Ted Cruz be the Republican nominee for the 2024 US Presidential Election?,"This question will resolve as **Yes** if Ted Cruz is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. All other candidates will resolve as **No**. This question is not restricted to the candidates currently below; other options may be added in the future.

For this question, it is not relevant who receives the Republican nomination on the day of the 2024 US election; it is solely determined by who is selected by the delegates of the [Republican National Convention](https://en.wikipedia.org/wiki/Republican_National_Convention).",,,,,,,"Will either Donald Trump be removed from any primary ballot under Section 3 of the 14th Amendment by July 15, 2024, or Ted Cruz be the Republican nominee for the 2024 US Presidential Election?","This question will resolve as ""Yes"" if either of the following occurs:

(a) As of July 15, 2024, Donald Trump has been officially removed or blocked from the primary election ballot of any U.S. state for a federal office (President, Senate, House of Representatives) under the grounds of Section 3 of the 14th Amendment. The removal or block must be confirmed through official state government announcements, court decisions, legal documentation, or credible media reports. Speculative reports, opinion pieces, or unofficial announcements will not suffice for resolution. The question does not account for legal battles, appeals, or subsequent reversals that might occur after the mentioned date. It strictly pertains to whether Donald Trump has been removed from any state's primary election ballot for a federal office under the specified grounds as of July 15, 2024. If Trump is removed or blocked from a ballot and then reinstated, such that as of July 15th he is not removed or blocked from any ballot, the question resolves negatively.

(b) Ted Cruz is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. It is not relevant who receives the Republican nomination on the day of the 2024 US election; it is solely determined by who is selected by the delegates of the Republican National Convention.

The question will resolve as ""No"" if neither of these conditions are met.",,,,,,,,,,,,,,
or,Will Francis Suarez be the Republican nominee for the 2024 US Presidential Election?,"This question will resolve as **Yes** if Francis Suarez is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. All other candidates will resolve as **No**. This question is not restricted to the candidates currently mentioned; other options may be added in the future.

For this question, it is not relevant who receives the Republican nomination on the day of the 2024 US election; it is solely determined by who is selected by the delegates of the [Republican National Convention](https://en.wikipedia.org/wiki/Republican_National_Convention).",Will Nikki Haley be the Republican nominee for the 2024 US Presidential Election?,"This question will resolve as **Yes** if Nikki Haley is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. All other candidates will resolve as **No**. This question is not restricted to the candidates currently listed; other options may be added in the future.

For this question, it is not relevant who receives the Republican nomination on the day of the 2024 US election; it is solely determined by who is selected by the delegates of the [Republican National Convention](https://en.wikipedia.org/wiki/Republican_National_Convention).",,,,,,,Will either Francis Suarez or Nikki Haley be the Republican nominee for the 2024 US Presidential Election?,"This question will resolve as **Yes** if either Francis Suarez or Nikki Haley is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. All other candidates will resolve as **No**. This question is not restricted to the candidates currently mentioned; other options may be added in the future.

For this question, it is not relevant who receives the Republican nomination on the day of the 2024 US election; it is solely determined by who is selected by the delegates of the [Republican National Convention](https://en.wikipedia.org/wiki/Republican_National_Convention).",,,,,,,,,,,,,,
or,Will INC form the government after the next Indian general election in 2024?,"This question will resolve as **Yes** if the INC has a member sworn in as the next Indian Prime Minister following the next general elections. All other parties will resolve as **No**.

This question will resolve for the next general election occurring after June 1, 2022 (currently expected for May 2024).",Will BJP form the government after the next Indian general election in 2024?,"This question will resolve as **Yes** if the BJP has a member sworn in as the next Indian Prime Minister following the next general elections.  All other parties will resolve as **No**.

This question will resolve for the next general election occurring after June 1, 2022 (currently expected for May 2024)",,,,,,,Will either the INC or the BJP form the government after the next Indian general election in 2024?,"This question will resolve as **Yes** if either the INC or the BJP has a member sworn in as the next Indian Prime Minister following the next general elections. All other parties will resolve as **No**.

This question will resolve for the next general election occurring after June 1, 2022 (currently expected for May 2024).",,,,,,,,,,,,,,
or,Will Vivek Ramaswamy be the Republican nominee for the 2024 US Presidential Election?,"This question will resolve as **Yes** if Vivek Ramaswamy is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. All other candidates will resolve as **No**. This question is not restricted to the candidates currently below; other options may be added in the future.

For this question, it is not relevant who receives the Republican nomination on the day of the 2024 US election; it is solely determined by who is selected by the delegates of the [Republican National Convention](https://en.wikipedia.org/wiki/Republican_National_Convention).",Will Chris Christie be the Republican nominee for the 2024 US Presidential Election?,"This question will resolve as **Yes** if Chris Christie is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. All other candidates will resolve as **No**. This question is not restricted to the candidates currently mentioned; other options may be added in the future.

For this question, it is not relevant who receives the Republican nomination on the day of the 2024 US election; it is solely determined by who is selected by the delegates of the Republican National Convention.",,,,,,,Will either Vivek Ramaswamy or Chris Christie be the Republican nominee for the 2024 US Presidential Election?,"This question will resolve as **Yes** if either Vivek Ramaswamy or Chris Christie is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. All other candidates will resolve as **No**. This question is not restricted to the candidates currently mentioned; other options may be added in the future.

For this question, it is not relevant who receives the Republican nomination on the day of the 2024 US election; it is solely determined by who is selected by the delegates of the Republican National Convention.",,,,,,,,,,,,,,
or,Will the New York Knicks win the 2024 NBA Finals?,"This question resolves as **Yes** if the New York Knicks are crowned the champion of the 2024 NBA Finals, according to [the NBA](https://www.nba.com/). It resolves as **No** for all other teams if they are eliminated from contention.",Will the Oklahoma City Thunder win the 2024 NBA Finals?,"This question resolves as **Yes** if the Oklahoma City Thunder is crowned the champion of the 2024 NBA Finals, according to [the NBA](https://www.nba.com/). It resolves as **No** for all other outcomes as they are eliminated from contention.",,,,,,,Will either the New York Knicks or the Oklahoma City Thunder win the 2024 NBA Finals?,"This question resolves as **Yes** if either the New York Knicks or the Oklahoma City Thunder are crowned the champion of the 2024 NBA Finals, according to [the NBA](https://www.nba.com/). It resolves as **No** if neither team wins the championship.",,,,,,,,,,,,,,
or,Will Ted Cruz be the Republican nominee for the 2024 US Presidential Election?,"This question will resolve as **Yes** if Ted Cruz is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. All other candidates will resolve as **No**. This question is not restricted to the candidates currently below; other options may be added in the future.

For this question, it is not relevant who receives the Republican nomination on the day of the 2024 US election; it is solely determined by who is selected by the delegates of the [Republican National Convention](https://en.wikipedia.org/wiki/Republican_National_Convention).",Will Ron DeSantis be the Republican nominee for the 2024 US Presidential Election?,"This question will resolve as **Yes** if Ron DeSantis is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. All other candidates will resolve as **No**. This question is not restricted to candidates currently listed; other options may be added in the future.

For this question, it is not relevant who receives the Republican nomination on the day of the 2024 US election. It is solely determined by who is selected by the delegates of the Republican National Convention.",,,,,,,Will either Ted Cruz or Ron DeSantis be the Republican nominee for the 2024 US Presidential Election?,"This question will resolve as **Yes** if either Ted Cruz or Ron DeSantis is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. All other candidates will resolve as **No**. This question is not restricted to the candidates currently below; other options may be added in the future.

For this question, it is not relevant who receives the Republican nomination on the day of the 2024 US election; it is solely determined by who is selected by the delegates of the Republican National Convention.",,,,,,,,,,,,,,
or,Will Donald Trump Jr. be the Republican nominee for the 2024 US Presidential Election?,"This question will resolve as **Yes** if Donald Trump Jr. is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. All other candidates will resolve as **No**. This question is not restricted to the candidates currently mentioned; other options may be added in the future.

For this question, it is not relevant who receives the Republican nomination on the day of the 2024 US election; it is solely determined by who is selected by the delegates of the [Republican National Convention](https://en.wikipedia.org/wiki/Republican_National_Convention).",Will Donald Trump be the Republican nominee for the 2024 US Presidential Election?,"This question will resolve as **Yes** if Donald Trump is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. All other candidates will resolve as **No**. This question may consider new candidates added in the future.

For this question, it is not relevant who receives the Republican nomination on the day of the 2024 US election; it is solely determined by who is selected by the delegates of the [Republican National Convention](https://en.wikipedia.org/wiki/Republican_National_Convention).",,,,,,,Will either Donald Trump Jr. or Donald Trump be the Republican nominee for the 2024 US Presidential Election?,"This question will resolve as **Yes** if either Donald Trump Jr. or Donald Trump is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. All other candidates will resolve as **No**. This question is not restricted to the candidates currently mentioned; other options may be added in the future.

For this question, it is not relevant who receives the Republican nomination on the day of the 2024 US election; it is solely determined by who is selected by the delegates of the [Republican National Convention](https://en.wikipedia.org/wiki/Republican_National_Convention).",,,,,,,,,,,,,,
or,Will at least 5 countries win their first Olympic medal at the 2024 Games?,"This question resolves as **Yes** if 5 or more countries win their first-ever Olympic medal at the Paris Olympics, according to [credible sources](https://www.metaculus.com/help/faq/#definitions).","At the 2024 Olympics, will at least 5 countries win their debut gold medal?","This question resolves as **Yes** if 5 or more countries win their first-ever Olympic gold medal at the Paris Olympics, according to [credible sources](https://www.metaculus.com/help/faq/#definitions).",,,,,,,Will at least 5 countries win either their first Olympic medal or their first gold medal at the 2024 Games?,"This question resolves as **Yes** if either of the following occurs at the Paris Olympics, according to [credible sources](https://www.metaculus.com/help/faq/#definitions): (a) 5 or more countries win their first-ever Olympic medal; (b) 5 or more countries win their first-ever Olympic gold medal.",,,,,,,,,,,,,,
or,Will Glenn Youngkin be the Republican nominee for the 2024 US Presidential Election?,"This question will resolve as **Yes** if Glenn Youngkin is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. All other candidates will resolve as **No**. This question is not restricted to the candidates currently listed; other options may be added in the future.

For this question, it is not relevant who receives the Republican nomination on the day of the 2024 US election; it is solely determined by who is selected by the delegates of the [Republican National Convention](https://en.wikipedia.org/wiki/Republican_National_Convention).",Will Donald Trump be the Republican nominee for the 2024 US Presidential Election?,"This question will resolve as **Yes** if Donald Trump is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. All other candidates will resolve as **No**. This question may consider new candidates added in the future.

For this question, it is not relevant who receives the Republican nomination on the day of the 2024 US election; it is solely determined by who is selected by the delegates of the [Republican National Convention](https://en.wikipedia.org/wiki/Republican_National_Convention).",,,,,,,Will either Glenn Youngkin or Donald Trump be the Republican nominee for the 2024 US Presidential Election?,"This question will resolve as **Yes** if either Glenn Youngkin or Donald Trump is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. All other candidates will resolve as **No**. This question is not restricted to the candidates currently listed; other options may be added in the future.

For this question, it is not relevant who receives the Republican nomination on the day of the 2024 US election; it is solely determined by who is selected by the delegates of the [Republican National Convention](https://en.wikipedia.org/wiki/Republican_National_Convention).",,,,,,,,,,,,,,
or,Will Donald Trump be the Republican nominee for the 2024 US Presidential Election?,"This question will resolve as **Yes** if Donald Trump is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. All other candidates will resolve as **No**. This question may consider new candidates added in the future.

For this question, it is not relevant who receives the Republican nomination on the day of the 2024 US election; it is solely determined by who is selected by the delegates of the [Republican National Convention](https://en.wikipedia.org/wiki/Republican_National_Convention).",Will Ted Cruz be the Republican nominee for the 2024 US Presidential Election?,"This question will resolve as **Yes** if Ted Cruz is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. All other candidates will resolve as **No**. This question is not restricted to the candidates currently below; other options may be added in the future.

For this question, it is not relevant who receives the Republican nomination on the day of the 2024 US election; it is solely determined by who is selected by the delegates of the [Republican National Convention](https://en.wikipedia.org/wiki/Republican_National_Convention).",,,,,,,Will either Donald Trump or Ted Cruz be the Republican nominee for the 2024 US Presidential Election?,"This question will resolve as **Yes** if either Donald Trump or Ted Cruz is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. If neither is selected, it will resolve as **No**. This question may consider new candidates added in the future.

For this question, it is not relevant who receives the Republican nomination on the day of the 2024 US election; it is solely determined by who is selected by the delegates of the [Republican National Convention](https://en.wikipedia.org/wiki/Republican_National_Convention).",,,,,,,,,,,,,,
or,Will Mike Pence be the Republican nominee for the 2024 US Presidential Election?,"This question will resolve as **Yes** if Mike Pence is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. All other candidates will resolve as **No**. This question is not restricted to the candidates currently below; other options may be added in the future.

For this question, it is not relevant who receives the Republican nomination on the day of the 2024 US election; it is solely determined by who is selected by the delegates of the [Republican National Convention](https://en.wikipedia.org/wiki/Republican_National_Convention).",Will Francis Suarez be the Republican nominee for the 2024 US Presidential Election?,"This question will resolve as **Yes** if Francis Suarez is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. All other candidates will resolve as **No**. This question is not restricted to the candidates currently mentioned; other options may be added in the future.

For this question, it is not relevant who receives the Republican nomination on the day of the 2024 US election; it is solely determined by who is selected by the delegates of the [Republican National Convention](https://en.wikipedia.org/wiki/Republican_National_Convention).",,,,,,,Will either Mike Pence or Francis Suarez be the Republican nominee for the 2024 US Presidential Election?,"This question will resolve as **Yes** if either Mike Pence or Francis Suarez is selected by the Republican National Convention as the nominee for the 2024 US Presidential Election. All other candidates will resolve as **No**. This question is not restricted to the candidates currently mentioned; other options may be added in the future.

For this question, it is not relevant who receives the Republican nomination on the day of the 2024 US election; it is solely determined by who is selected by the delegates of the [Republican National Convention](https://en.wikipedia.org/wiki/Republican_National_Convention).",,,,,,,,,,,,,,
